Gene,label_encoded,BrainSpinalcordcervicalc1_GTExTPM,KidneyMedulla_GTExTPM,HeartLeftVentricle_GTExTPM,FallopianTube_GTExTPM,Liver_GTExTPM,EsophagusMucosa_GTExTPM,CellsEBVtransformedlymphocytes_GTExTPM,CellsCulturedfibroblasts_GTExTPM,MuscleSkeletal_GTExTPM,Testis_GTExTPM,Spleen_GTExTPM,Pituitary_GTExTPM,WholeBlood_GTExTPM,AdrenalGland_GTExTPM,GDI_Phred,Effect_SBP_Median,Effect_PP_Median,Effect_DBP_Median,HIPred_haploinsufficiency,pLI_exac,SDI_Drug_Probability,ExomiserScore_IncreasedBP_MultiHPOTerms,ExomiserScore_DecreasedBP_MultiHPOTerms,RVIS_genic_intolerance
CD86,1.0,7.24871,1.0428,0.375817,2.15654,0.525548,1.12362,49.0947,0.0,0.178366,1.66016,16.3398,1.33988,11.2185,3.07599,7.86446,0.00685,0.00065,0.0023,0.537654281,0.962700436,0.104993055,0.50963014,0.514812998,0.71
PPARG,1.0,1.47292,8.14741,4.71655,7.89623,3.55026,5.03297,0.309642,20.4223,2.09687,7.02336,11.0259,0.456269,1.7768,2.81662,4.88414,0.0048,0.0153,0.0053,0.856568098,0.668218174,0.132401129,0.694039742,0.96018788,-0.31
AGTR1,1.0,0.201815,5.07021,1.41271,11.009,27.971,1.15921,0.0268202,5.57345,5.05188,2.31666,5.36933,1.38793,0.027845,33.7001,1.36931,-0.0048,0.0029,-0.0109,0.733372629,0.007276251,0.090887843,1.0,1.0,0.11
SCN5A,1.0,0.0733927,0.0909832,35.1075,0.425291,0.0166013,0.137934,0.031085,0.0979632,0.472394,0.736711,0.1702,0.461995,0.109965,0.0996036,6.40726,-0.0001,-0.0058,0.0119,0.710956991,0.995747527,0.277357892,0.506067929,0.511271494,-1.88
SCN10A,1.0,0.00513898,0.0,0.0440886,0.0,0.0,0.0,0.0,0.0,0.0,0.458663,0.0131783,0.0,0.0,0.0,7.59207,0.03035,0.01725,0.00115,0.519814193,6.14e-26,0.092857367,0.505853016,0.508875066,-1.32
SCN11A,1.0,0.469138,0.446237,0.0266712,0.178098,0.117484,0.0619711,0.0890363,0.0402398,0.0334723,2.99682,3.25035,0.479879,0.00879903,0.155336,4.28776,0.00105,0.003,-0.0003,0.233205885,2.52e-19,0.093518256,0.500920794,0.505078921,-1.82
IMPDH2,1.0,78.7677,91.1606,40.0499,297.842,39.4339,238.601,387.597,469.724,181.669,89.2369,122.143,132.306,36.7915,121.755,0.70197,-0.1637,-0.0653,-0.0869,0.700911403,0.001353166,0.178591962,0.500129516,0.504153735,-0.65
TLR9,1.0,0.800682,0.46631,0.328188,2.47448,0.297371,0.652663,13.0983,0.192263,1.12831,1.29295,8.32812,0.780796,6.30373,0.464686,1.6744,-0.0104,0.0081,0.0016,0.432222635,0.000525226,0.304552129,0.0,0.0,-1.61
NISCH,1.0,32.9996,41.2988,18.3826,126.081,19.9419,48.8858,30.1606,47.4994,16.6526,139.633,64.8397,233.628,23.8702,65.6696,3.64314,-0.0384,-0.0112,-0.007,0.670743585,0.817101389,0.117045074,0.0,0.0,-2.31
ENPEP,1.0,0.211167,8.95903,2.34685,3.72532,7.64637,0.581375,0.0277893,4.96784,1.59697,0.500692,12.9675,2.30694,0.0133005,2.15081,4.29372,-0.0129,-0.0051,-0.00405,0.349588096,3.58e-19,0.198518648,0.503465633,0.50572616,0.39
PDE5A,1.0,1.02579,3.02611,1.96261,22.3949,0.44053,4.52183,0.470755,2.66429,3.03468,7.18509,2.2386,3.72276,0.593762,4.4193,4.31406,0.0344,0.0036,0.03585,0.640711069,0.003390906,0.054433199,0.520599883,0.533404991,1.05
NR3C2,1.0,4.45864,7.36949,3.10129,6.82792,2.63238,1.55826,0.0854649,0.312525,3.92722,8.04235,3.5037,10.4556,0.359114,4.2085,2.47138,0.0028,0.00315,0.0,0.636465311,0.925088553,0.092308104,0.551842227,0.968245837,-0.35
GUCY1A1,1.0,20.816584487142883,24.285944571428576,64.97549857142856,20.08366471428572,11.661071400000006,19.54007785714286,48.46962149857142,35.099562142857145,74.35474162857142,26.74176128571429,21.64257071428572,20.23993442857143,9.617206871428573,30.281028714285718,5.615370285714284,-0.013,-0.0113,-0.0116,0.6690848219285713,0.3010849662271427,0.052540639,0.549836975,0.757011433,-0.26185714285714295
GUCY1B1,1.0,31.74499134428572,26.052460285714286,29.400731285714283,20.351593285714284,8.016116457142859,19.16220757142857,39.579764355714275,33.80505100000001,23.605527571428578,40.103620285714285,20.317231142857146,20.45516414285714,9.591781185714286,30.933584571428575,5.600196142857142,-0.0342,-0.016,-0.0231499999999999,0.6839461446714283,0.2709177376557142,0.069955147,0.566091432,0.78012569,-0.3027142857142858
GRIA2,1.0,14.6495,0.0435952,0.014429,21.6212,0.0112696,0.0312016,0.0147799,0.0161357,0.0603156,1.308,0.0450839,34.6234,0.0125593,0.217272,1.01918,-0.0158,-0.0079,-0.0115,0.816502929,0.99550949,0.28752322,0.50029223,0.500429423,-0.78
ADRA2C,1.0,1.51851,40.3104,3.2849,50.7298,0.326978,2.54735,0.0554803,0.830276,2.53771,8.43704,32.3018,7.57743,0.0435626,3.57282,8.58195,-0.0585,-0.0322,-0.032,0.734542012,0.645951821,0.105277509,0.500186533,0.501440673,-0.29900000000000004
GABRG1,1.0,4.96957,0.0136176,0.0,0.0284171,0.0249903,0.00792961,0.00587015,0.0,0.0,0.334866,0.0647784,1.00258,0.0,0.02529,1.29537,0.0022,0.00705,-0.0071,0.367896616,0.008474484,0.202839393,0.500007907,0.500073761,-0.8
GABRA2,1.0,0.881958,1.78227,0.00920972,0.0323384,0.00534174,0.0652303,0.00238846,0.00904054,0.0210587,0.232723,0.208459,0.167294,0.0,0.0104125,0.66325,0.0165,0.00865,0.01595,0.836621523,0.976963701,0.231571356,0.500009205,0.500823458,-0.27
GABRB1,1.0,0.336941,0.0510353,0.263228,0.0,0.0,0.0,0.0,0.0,0.0,0.162304,0.0,2.32413,0.0,0.0,0.98534,0.0018,-0.0003,0.0003,0.774301469,0.977782833,0.231387138,0.500008565,0.500824735,-0.36
PDGFRA,1.0,8.19168,16.3693,5.56887,89.1068,4.43704,15.5146,0.109071,164.198,4.96598,12.3471,61.6217,5.31296,0.0882629,20.4762,4.95653,0.0275,0.0087,-0.0032,0.852899194,0.99987673,0.224576835,0.501493725,0.508395324,-0.64
KIT,1.0,2.37199,6.79357,0.631595,6.09818,0.383842,6.13601,0.151229,0.144297,0.634933,5.75577,2.17828,3.49035,0.245751,0.47355,3.15066,-0.0017,-0.0019,-0.00225,0.850708902,0.999879541,0.225086996,0.505045008,0.510978178,-0.68
KDR,1.0,5.79004,12.9215,10.8258,40.762,3.36219,6.03201,0.0429056,2.35891,5.12022,4.32565,8.0378,20.563,0.0467956,16.0585,8.73853,0.0056,0.0001,0.0006,0.747131348,0.984488112,0.275229532,0.504963291,0.507467761,-1.14
NDUFA2,1.0,50.4914,66.4913,51.5371,50.4535,39.1901,42.2322,83.4268,50.434,59.7012,79.8628,50.8741,61.6546,25.2147,70.5451,0.41002,-0.0342,-0.0313,0.0023,0.432313383,0.339536516,0.070950359,0.500011305,0.500363836,0.19
NR3C1,1.0,11.8533,8.16735,5.25356,18.5239,8.88459,11.5512,55.2542,33.5869,20.1742,9.46285,13.2558,19.7816,9.67008,6.20496,2.53062,0.00025,-0.00135,0.005,0.743477643,0.311618466,0.169293528,0.560026938,0.780916865,-0.16
PDE6A,1.0,0.0492802,0.0206293,0.0444685,0.0841544,0.0103294,1.53598,0.0439051,0.0444273,0.0814461,4.58007,0.0402512,3.12217,0.00765115,0.815833,5.78422,0.00555,0.0018999999999999,0.0025,0.322202206,6.61e-12,0.070320596,0.502615334,0.503858424,-0.19
GLRA1,1.0,0.253122,0.019484,0.0,0.0529502,0.0,0.0,0.025818,0.0262678,0.0216783,0.0753694,0.0161771,0.0,0.0,0.0258022,2.66552,0.00265,-0.0038,0.0097,0.52841568,0.076492455,0.344473545,0.500005511,0.500720418,-0.51
GRIA1,1.0,2.7812,0.0853696,0.0613411,0.190342,0.0217742,0.0869792,0.342437,9.6631,0.0903018,1.32566,0.0748498,1.64427,0.0108533,0.317547,5.96106,-0.0035,-0.0029,0.0006,0.852899194,0.999436341,0.560585168,0.501550603,0.503954052,-1.2
ADRA1B,1.0,0.373337,0.757968,1.04637,8.57526,8.02553,0.282536,0.0557477,5.5013,0.254699,0.704627,19.5126,0.870033,0.0,2.20071,0.89163,0.0018,0.0028,-0.00695,0.666467905,0.182479135,0.120116413,0.535598287,0.838268562,-0.6
DRD1,1.0,0.200328,0.769099,0.00978848,0.608349,0.260603,0.157945,0.0,0.0,0.0245457,0.0971598,0.150978,0.240361,0.0,0.347318,0.96089,0.011,-0.0021,0.0013,0.80871886,0.89643155,0.138087075,0.502671738,0.503883882,-0.4
FLT4,1.0,2.16576,21.0279,4.66467,25.3239,4.15037,5.96214,0.0718917,0.0769828,2.1537,8.66822,31.297,15.9804,0.578054,13.5567,5.65903,-0.0032,-0.00215,-0.0104,0.8223508,0.999936679,0.121076197,0.50216954,0.507385843,0.71
NDUFS4,1.0,64.4462,84.0131,83.1836,86.7984,35.4779,69.8391,94.4994,115.761,120.331,59.1914,43.6501,67.9446,6.44782,69.7989,0.99399,-0.0204,-0.0027,-0.006,0.204349279,0.004164996,0.075711378,0.500021102,0.50115736,-0.6
PDE4D,1.0,2.50229,3.10792,2.69194,4.60816,0.471151,1.92818,1.09279,8.53553,23.0938,1.35741,2.39169,5.6037,2.54219,0.430046,0.55771,0.0015,0.00015,0.0006,0.786468923,0.983199686,0.137479315,0.265850241,0.373424692,-1.38
NDUFAF2,1.0,21.9146,23.4937,17.9941,32.649,9.34685,24.4721,34.8433,65.3496,27.6829,34.5848,14.7342,39.3099,1.85818,24.5612,0.45787,-0.00505,-0.0077,0.0005,0.150240377,3.86e-07,0.067467745,0.500000836,0.501060617,0.08
HMGCR,1.0,19.8595,11.4915,2.63354,14.6855,13.3229,63.8114,66.1478,25.6463,2.71282,26.3421,16.0471,15.0652,7.94287,42.4403,1.36596,0.012,0.0195,-0.0071,0.782960892,0.999836645,0.091605832,0.501021861,0.502292782,-0.49
PDE8B,1.0,7.32415,9.30213,0.686298,27.9426,0.934934,1.8322,0.690089,1.18919,0.482046,4.2298,1.131,13.9158,0.17499,1.89881,2.53301,0.0147,0.0003,0.0012,0.748882174,0.986862336,0.051636578,0.521445425,0.630049073,-0.69
PDE7B,1.0,2.48301,5.93402,2.91106,4.79878,1.28813,0.994472,0.0292788,10.9969,1.65588,1.83188,1.15332,4.79873,0.0479097,2.49925,1.91609,0.0052,0.0002,0.00255,0.707306206,0.946452269,0.052631346,0.500067132,0.502584155,-0.29
ESR1,1.0,0.210326,0.764026,0.305118,43.2436,3.52714,0.309111,0.112573,0.322275,0.598896,2.73794,1.35313,5.81573,0.109503,1.06957,2.6565,0.00445,0.0,0.0041,0.762403488,0.987167021,0.251877542,0.502062481,0.53184247,0.24
OPRM1,1.0,0.0100074,0.0,0.0,0.00719869,0.0,0.0,0.0,0.0,0.0,2.53345,0.0,0.014081,0.0,0.0,8.88891,0.0009,-0.0007,0.0005,0.45271197,4.21e-05,0.345982699,0.500486959,0.501429656,1.91
PDE10A,1.0,0.712576,1.32199,1.3565,4.64491,0.149176,0.383577,0.0121974,0.0426472,0.181882,4.75542,1.49021,4.02766,0.00485294,0.758606,1.36535,0.0049499999999999,0.0018,0.00235,0.80871886,0.998485351,0.080656714,0.251286563,0.251926434,-0.98
TNF,1.0,0.20852,0.863079,0.432489,0.454861,0.304562,0.697906,133.014,0.129002,0.079664,0.173506,8.95982,0.23107,4.5664,0.742848,0.55317,0.0562,0.0082,-0.0043,0.462009788,0.27282919,0.175564397,0.302692417,0.420509992,-0.03
BRD2,1.0,62.50849999999999,101.947,31.412,165.892,49.613,102.42,148.857,100.876,52.788,175.57199999999995,150.807,152.142,67.5286,92.3797,6.26213,0.0241,-0.0034,0.00695,0.422697425,0.99953088,0.076524065,0.340750858,0.4758872689999999,-0.02
GLP1R,1.0,0.0273427,0.063177,0.589777,0.0206989,0.0,0.0283038,0.0,0.0,0.0,0.771503,0.0329359,0.0285094,0.0180798,0.0313778,9.07868,-0.0049,-0.0014,-0.0015,0.645917118,0.064078049,0.09224389,0.502673689,0.503883029,0.13
CNR1,1.0,1.84197,0.101085,0.178723,25.2269,0.0637954,2.39134,3.85126,26.9195,1.20089,1.74269,2.21527,29.3328,0.162268,5.98209,0.43204,-0.0035,0.0035,-0.0014,0.609206319,0.155072222,0.120962799,0.0,0.0,-0.96
NDUFA5,1.0,22.8076,26.9479,29.4724,21.7731,11.0885,13.0377,19.7789,15.7018,37.2296,18.3455,11.2933,27.7375,0.935763,28.6432,0.06691,0.0003,0.00465,0.0059,0.276369214,0.173963053,0.065270329,0.5000118,0.500378068,-0.19
IMPDH1,1.0,10.0116,19.9308,12.3986,41.8212,3.48886,39.5581,39.2386,82.8179,3.47566,39.6768,95.5641,51.9898,172.497,21.4723,1.81072,-0.0035,-0.0194,0.00865,0.589421332,0.005811859,0.134091962,0.50003713,0.504138188,-0.24
TBXAS1,1.0,5.89567,2.62502,0.659106,4.07424,1.19544,3.44747,6.51863,1.75664,0.348723,0.776377,48.4863,2.63582,68.2976,5.05531,5.9593,-0.00225,-0.0014,-0.001,0.169639766,1.37e-08,0.070643979,0.512611327,0.510133917,0.94
PDE1C,1.0,13.2735,0.944153,14.4118,12.2403,0.0278765,1.06531,0.260814,0.284714,0.26955,3.23729,0.325421,0.820596,0.00939467,0.522959,3.3921,-0.0015,-0.0002,-0.001,0.553302944,0.000270704,0.053038083,0.502467046,0.503831161,0.05
CYP3A5,1.0,0.289684,2.24725,0.120449,13.2882,155.853,33.7218,0.316664,0.738566,0.221297,0.492246,0.419353,1.39172,0.087002,16.2047,3.60528,-0.0482,-0.0284,0.05495,0.111908376,5.21e-11,0.07993679,1.0,0.669546701,-0.18
CYP3A7,1.0,0.0,0.307448,0.0,0.232863,24.5131,0.0,0.102803,0.123074,0.0,0.132517,0.0,0.130222,0.0,0.340822,1.11486,0.059,-0.0115,0.062,0.111908376,2.93e-07,0.070358019,0.502162823,0.50472991,-0.31
CYP3A4,1.0,0.0493357,0.125548,0.0459161,0.125003,335.297,0.30994,0.362847,0.0266298,0.165326,1.03258,0.103014,0.766222,0.0501182,1.00762,1.93581,0.0925,0.0178499999999999,0.09115,0.208788425,2.82e-07,0.105231499,0.504640514,0.534941692,-0.49
CYP3A43,1.0,0.0917025,0.174713,0.0352821,0.188048,4.28768,0.0275252,0.0229479,0.0,0.11027,1.76627,0.115697,0.133113,0.0,0.048066,10.36776,0.03315,-0.0101,0.04455,0.111908376,1.47e-10,0.070358019,0.0,0.0,0.76
KCNK9,1.0,0.724782,0.0934417,0.00809411,0.0808569,0.0,0.0184298,0.0590834,0.0,0.0684579,0.177921,0.045873,1.21034,0.0,0.217494,0.21065,0.001,-0.0037,0.0017,0.565498233,0.126993746,0.08159563,0.505423383,0.506977302,-0.38
PTK2,1.0,28.6309,16.1167,6.46435,21.0326,4.4045,10.5648,4.27313,18.132,9.39048,25.5739,9.57535,12.96,0.467931,19.5383,1.48998,0.0583,0.0117,0.0436,0.748882174,0.999992958,0.28606278,0.501845713,0.531629421,-1.51
C5,1.0,3.30579,2.76091,0.488184,6.70012,121.076,2.23918,1.49355,4.57562,0.369152,3.55641,2.46617,6.53573,0.54407,2.57662,15.54132,-0.0081,-0.0305,0.0102,0.419828743,5.61e-11,0.091561735,0.500124825,0.501421019,-0.05
NDUFA8,1.0,86.8048,92.5435,220.338,88.9266,39.498,74.2508,109.95,115.317,129.847,204.327,63.8405,97.8471,16.2745,97.0433,0.91898,-4.9999999999999914e-05,-0.0225,-0.0028,0.266798615,0.202476373,0.086076085,0.500011221,0.50036852,-0.23
ABL1,1.0,40.6609,26.7002,15.813,124.413,9.22794,37.4568,30.6017,91.4055,18.7464,31.4648,33.8442,56.8331,4.05744,31.417,2.79881,0.0026,0.0039,0.0018,0.824708164,0.999882701,0.3744112,0.501472722,0.512317276,-1.63
DBH,1.0,0.154878,1.99861,0.0750432,1.00974,23.5694,0.158732,0.0687099,0.181602,0.0658249,0.659191,1.58215,2.61192,0.0903968,2.85355,5.08136,-0.0018,-0.0007,0.00425,0.390099078,2.54e-06,0.279666753,0.523729265,0.807572853,-0.01
BRD3,1.0,11.6695,6.72338,4.57336,22.4031,5.10397,9.53535,10.0827,15.0735,10.4017,20.4952,11.8517,13.5555,3.50077,12.6078,2.79036,0.0164,0.0217,-0.0057,0.72829324,0.766979379,0.054433199,0.50002201,0.500027982,-0.71
ABCC9,0.0,1.0159,4.51777,8.40668,18.294,8.69046,1.44118,0.0393093,16.5493,16.1667,0.506314,1.78365,2.37503,0.0161073,2.63463,2.35297,-0.0024999999999999,-0.0003,-0.0032,0.670620084,0.000700543,0.104257092,0.614972478,0.923452473,-1.97
ACBD4,0.0,8.03246,14.827,3.57034,34.6796,41.5886,6.97351,12.062,7.39814,3.35894,7.19681,20.5467,23.8061,4.45746,17.6493,2.57539,0.049,0.002,0.0431,0.123297259,1.83e-05,0.1070939541,0.0,0.0,0.46
ACE,0.0,0.801155,2.02982,2.16295,3.49419,0.520167,3.44775,0.157691,6.40418,1.42466,112.341,2.9618,12.4842,0.311329,3.1546,6.10989,-0.0217,-0.0187,-0.0371,0.158249199,4.63e-18,0.160718086,0.6501142,1.0,-0.57
ADRA2B,0.0,1.82207,5.71468,5.30276,5.08615,4.6432,0.891765,0.209253,0.0129655,5.03811,3.12083,13.1199,0.807384,0.0532733,2.6396,1.61925,0.0377,-0.0592,0.1297,0.238498077,0.000244369,0.078963372,0.500186972,0.501420152,-0.25
ADRB1,0.0,0.829399,1.20876,14.0945,0.225416,0.182195,0.704522,0.6053,0.0147508,0.121381,1.23019,2.4516,0.313522,0.0938949,0.133087,2.10229,0.0206,0.018,0.00565,0.506275967685714,0.03524213216831474,0.080110193,0.502669547,0.503873991,-0.18671428571428572
ADRB2,0.0,1.61443,1.06624,2.55022,3.74804,3.40578,9.09194,0.672835,0.918796,3.72013,0.649181,8.47888,0.461902,4.06369,0.550471,9.34152,0.0125499999999999,0.0054,0.001,0.668925405,0.476493104,0.223299618,0.552938275,0.868690308,0.42
AGT,0.0,104.723,17.4583,76.1076,10.9731,1007.43,1.21984,0.151938,0.869152,28.3251,10.2313,0.398593,27.321,0.190568,19.1442,4.9157,-0.015370714285714288,-0.015839999999999972,-0.0034364285714285634,0.172807097,1.57e-09,0.104067305,1.0,1.0,0.49
APOE,0.0,576.817,150.055,20.6785,111.936,3181.76,30.0476,2.69857,37.2269,8.65174,191.285,671.303,103.448,2.7653,3543.25,7.27606,0.0244,0.0097,-0.0189,0.460647643,0.034533583,0.732608235,0.506521394,0.510031152,-0.6435714285714286
CACNA1C,0.0,1.11412,2.70827,10.652,6.48269,0.202653,1.67204,0.0310554,5.71098,0.505665,4.61596,4.35301,8.29414,0.0249337,0.91873,3.4497,-0.0035,-0.0015,0.0005,0.693781972,0.999998433,0.138156605,0.417302119,0.4797384065,-2.09
CACNA1D,0.0,0.962374,0.988662,0.0387712,4.79846,0.917359,0.284167,0.730862,0.0175695,0.0234157,3.00258,2.75374,11.1441,0.0988922,8.35908,5.35831,-0.0166499999999999,-0.0068,-0.01015,0.693386316,1.0,0.090414545,0.533446007,0.64503349,-3.51
CACNA2D2,0.0,2.07196,3.02187,0.842963,3.49425,0.339362,0.722843,0.126768,0.189158,1.08735,14.7574,2.16559,16.2288,0.868236,0.500165,4.92605,-0.0175,-0.006,-0.0156,0.622939706,0.999693297,0.069480122,0.500156588,0.500399496,-0.55
CACNB2,0.0,2.18361,2.67937,7.71557,13.9779,2.14918,3.01403,1.76349,2.61572,0.369301,1.93115,1.14454,23.9603,0.0949219,4.67696,5.48442,0.00855,0.00355,0.0067,0.602114379,0.001820338,0.086888835,0.503104558,0.504264653,-0.71
CACNB4,0.0,1.81005,0.252611,0.0576818,0.571744,0.0361896,1.12463,3.22076,0.063647,0.0542263,3.74133,0.335235,2.22282,0.0565969,0.424746,0.75555,-0.01635,-0.006,-0.0189,0.638582647,0.011363582,0.092927581,0.503162716,0.504294309,0.08
CAMK2B,0.0,9.00619,0.709074,22.8407,0.275553,2.36737,0.332368,0.183398,0.18279,37.6709,2.557,0.282419,54.1038,0.0491604,0.278357,6.78858,-0.0078,-0.0096499999999999,-0.0012,0.736296356,0.468620194,0.202883222,0.501396899,0.504062823,-0.62
CAST,0.0,25.4072,44.5983,62.741,63.4628,21.3231,147.525,39.3169,93.9037,85.3963,59.966,32.5811,39.0108,37.05,40.0837,5.5877,-0.009937142857142854,-0.004943571428571429,-0.0022842857142857122,0.429466158,1.56e-06,0.080400336,0.500011489,0.5000463,0.71
CCND1,0.0,23.8804,30.299,24.6997,19.865,25.7132,96.5525,5.42097,202.003,1.39123,5.17559,20.1511,40.9923,0.255782,27.445,0.41759,-0.0127,-0.006,0.0016,0.830946863,0.238186362,0.176330554,0.551842227,0.669546701,-0.32
CLCN6,0.0,23.6955,12.951,7.28334,27.3258,8.4081,9.77182,18.5344,14.7523,7.74102,38.8683,18.7503,35.3001,3.17555,17.9895,4.06812,0.0895,0.0292,0.065,0.575333595,0.163974191,0.0803927,0.0,0.0,-1.57
CYP11B2,0.0,0.0,0.0,0.0,0.0,0.00948479,0.0,0.0,0.0,0.0,0.191225,0.0212902,0.0,0.0,89.3696,3.67149,0.0091,0.0109,0.0006,0.111908376,3.93e-13,0.068743802,0.6501142,1.0,0.56
CYP1A2,0.0,0.0,0.0669868,0.0,0.03956,71.5396,0.0152555,0.0593256,0.0,0.0,0.105563,0.0153888,0.0143068,0.0197973,0.0128524,2.59593,-0.0020499999999999,0.0001499999999999,0.03345,0.111908376,3.29e-10,0.079824636,0.504514008,0.516689187,-0.6
CYP2C19,0.0,0.0251461,0.00383093,0.0,0.0,13.2527,3.73312,0.0,0.0,0.0,0.0750059,0.0,0.0,0.0,0.0,4.10454,0.01215,0.0107,0.04485,0.111908376,2.54e-10,0.090642318,0.503861536,0.516324725,0.71
DSP,0.0,1.57016,17.8792,52.8373,9.40431,21.3464,647.419,0.295742,9.61245,0.464807,3.21316,4.59204,14.7673,0.289415,16.141,13.95902,0.015,0.0269,-0.00645,0.747131348,0.999901543,0.281691357,0.500020384,0.509119108,-2.23
DUSP1,0.0,185.416,334.694,122.691,922.405,422.046,426.886,8.24415,276.693,168.692,135.061,467.519,564.847,884.653,246.629,3.19307,0.0050250000000000026,0.004022142857142859,-0.0034964285714285726,0.848568261,0.020500202,0.068746567,0.63928196,1.0,-0.846
EDN1,0.0,7.52479,8.77697,3.40171,17.5142,1.52907,5.74405,10.8395,2.44735,4.51796,7.74557,16.4839,2.08775,0.580975,2.28856,5.42362,-0.0143,-0.0188,0.00185,0.449802697,0.081020067,0.138037323,0.577262555,0.803556825,-0.21
EDNRA,0.0,1.62523,6.51635,6.15045,43.6706,1.03118,4.47396,0.108652,5.60748,1.94008,6.46399,8.08348,4.52835,0.0173223,3.43355,0.24247,0.0266,0.0187,0.01885,0.800036311,0.986016088,0.068017424,0.0,0.0,-0.38
GJA1,0.0,67.0512,16.6665,69.2371,53.373,2.1737,105.928,0.356516,199.746,6.87475,35.6586,3.46189,39.9564,0.305834,439.809,0.95342,0.01935,0.0166499999999999,-0.00435,0.833060265,0.21554685,0.718324976,0.500748396,0.587983487,-0.27
GUCY1A3,0.0,3.20593,10.2218,7.30693,8.40534,1.48713,1.96973,2.24228,0.195905,1.81992,0.803821,4.96334,5.61009,0.210217,1.88244,3.05449,0.002877142857142851,0.0023835714285714315,0.003190000000000001,0.593201816,1.41e-06,0.10944729000000009,0.5061550189380951,0.5096627685571429,-1.0
GUCY1B3,0.0,10.4957,11.0472,9.41733,16.8543,2.82645,3.96264,14.9786,4.06031,3.77522,2.78732,9.78858,9.7685,0.683765,2.20439,1.21444,0.005837142857142858,0.003737857142857142,0.004192142857142857,0.636561334,0.000916634,0.11000122978571429,0.5047998630714288,0.509589598057143,-0.56
HFE,0.0,1.54238,2.58984,1.07014,5.67733,3.24452,3.61023,2.41589,15.6539,0.614463,1.55111,7.80063,1.3168,0.806209,8.81602,5.56445,-0.01575,0.00205,-0.0015499999999999,0.146511853,8.5e-07,0.279883438,0.333964363,0.42850262,0.08
HSPA4,0.0,35.1592,31.5656,25.8929,46.2009,17.3389,66.0589,106.24,105.368,43.8031,92.3215,38.8936,50.8541,14.1173,49.9197,3.72927,-0.0168,-0.0128,-0.0124,0.852899194,0.999958226,0.082242709,0.501285754,0.505112308,-0.15
ITGB5,0.0,19.8872,42.6282,27.0476,50.9151,28.863,60.1754,1.02111,157.887,15.6952,19.041,49.842,31.1453,2.93269,32.6503,7.86718,0.05155,0.00935,0.0112,0.705665529,0.000480019,0.157663429,0.500118865,0.503167886,-0.28
KCNJ11,0.0,2.59443,3.52342,7.41361,0.790484,0.604791,0.965794,0.300937,0.0179232,87.0756,1.13664,1.61115,10.7255,0.0713407,0.593442,2.86874,-0.0593,-0.0347,-0.0255,0.714407027,0.31472413,0.350368608,0.569181778,0.780916865,0.24
LDLR,0.0,11.3698,14.766,4.51271,49.6503,22.6645,58.3518,31.6294,59.4171,1.71902,7.04122,13.7219,9.28987,3.75832,91.7779,5.13173,0.0066,-0.0077,0.0246,0.485596061,2.59e-16,0.571297355,0.500098515,0.565151788,-1.85
MME,0.0,0.210303,5.5963,0.675854,1.57504,5.8127,0.35745,0.0780681,640.484,7.75724,0.921413,2.46636,0.501727,22.1759,0.206853,2.58504,0.0097,0.006,0.0003,0.743839204,2.19e-08,0.285645073,0.510092567,0.512957147,-0.69
MYO9B,0.0,56.9294,13.0271,10.7193,39.4992,11.9914,24.4118,105.092,46.6172,6.37271,81.3088,115.293,26.0401,65.413,29.945,4.75747,-0.009,-0.0015,-0.004,0.792072892,0.999998877,0.150436946,0.500073417,0.503278418,-0.86
NEDD4L,0.0,2.16517,12.882,4.13338,2.24275,2.45612,3.6228,3.8322,1.52243,8.13512,4.1627,2.429,16.2123,1.07456,5.59453,1.22415,-0.00375,-0.00175,-0.0020499999999999,0.824708164,0.999966646,0.153402565,0.630714134,0.802610144,-1.2
NPPA,0.0,1.96512,0.552606,35.8109,2.0292,1.3644,1.53579,2.29444,0.726573,2.34266,13.3073,3.63131,5.93242,1.68926,1.80967,6.80239,-0.2212,-0.0774,-0.1397,0.244530007,0.016931635,0.137657028,0.637111928,0.806413662,0.86
NPPB,0.0,0.389542,0.0,26.7743,0.14807,0.114646,0.0895663,0.120796,0.0,0.226661,0.583287,0.120982,0.514502,0.0959771,0.158882,1.20388,0.09235,0.0796,0.0276,0.181705475,0.00038006,0.07979089,0.529412659,0.547695886,0.53
NPR1,0.0,1.24281,36.6139,7.99649,90.994,2.39363,6.13491,3.70879,0.6951,3.65615,3.86741,4.3411,8.67364,0.128919,14.0193,7.21833,-0.0362,-0.0095,-0.0261,0.711480618,0.000172509,0.092579268,0.65083856,0.96018788,-0.24
NPR3,0.0,0.0690056,6.39625,3.12747,2.52281,1.30813,4.44726,0.0465167,10.5603,1.09376,0.99814,3.71488,0.339425,0.0514983,2.84903,7.7784,0.004076428571428562,0.007184285714285708,0.0012592857142857121,0.622939706,0.003099263,0.092733579,0.616670811,1.0,0.0
PDE1A,0.0,9.55194,20.4521,2.14804,11.0839,0.721368,1.72556,0.0230582,0.510758,0.903553,18.0719,1.38829,1.64713,0.0185304,2.37502,1.20066,-0.0057,0.0016,-0.0025,0.54646343,0.730656355,0.079649573,0.528666177,0.849862238,-0.73
