Gene,ExomiserScore_increasedBP,BrainPutamenbasalganglia_GTExTPM,KidneyMedulla_GTExTPM,HeartLeftVentricle_GTExTPM,CellsEBVtransformedlymphocytes_GTExTPM,CellsCulturedfibroblasts_GTExTPM,Liver_GTExTPM,WholeBlood_GTExTPM,Testis_GTExTPM,AdrenalGland_GTExTPM,Effect_HF_Median,gene_damage_index_score,HIPred_haploinsufficiency,pLI_exac,SDI_Drug_Probability,H3k4me1_count
H3P29,0.092921641,12.839721142857147,19.129495714285714,9.628661714285716,19.534757502857136,23.596662999999996,11.984234142857142,10.496563542857142,47.7707262857143,24.590178571428574,0.001508861096352,1486.0095161428567,0.4288397953142858,0.2663540178214,0.08484784152857146,108.64285714285714
H3P30,0.13417235454285714,12.12574428571429,18.295098571428575,9.459082857142857,20.37641821714286,23.883992857142857,10.703640999999996,8.087849285714288,36.020307571428575,26.80915714285715,-0.0031269054371494,1325.0342918571428,0.3103862237714285,0.2002179284263631,0.07129783722040815,56.1
H3P31,0.029526119185714288,19.724083,27.857555857142863,12.265521614285714,31.791635142857135,42.530197000000015,16.954929428571422,14.732314857142864,59.83673428571429,37.014430000000004,-0.0491587320822414,743.2657222857146,0.45654519990000003,0.6765553018007142,0.06923952224285716,49.08571428571429
H3P33,0.4259921591714284,121.31023471428567,78.23208285714281,53.1575162,57.0279030857143,108.5255142857143,34.544872857142856,53.38573371428571,90.6091071428572,81.90821999999993,0.0163751917161826,814.0836019999999,0.5833754267428571,0.3372223037486503,0.1451614172428572,116.75714285714285
H3P37,0.1712771291,16.737866285714283,22.23881557142857,10.73248242857143,20.156722771428576,26.95969057142857,13.72381885714286,11.691338228571427,42.000054428571424,28.00170971428571,0.0366019024445485,1606.8119951428578,0.4796692682428574,0.3968940488480574,0.0861078092428571,164.4
H3P38,0.17817512027142857,19.746300285714284,26.416654428571427,12.880301714285709,43.00776045714285,51.10994571428572,16.24025014285714,17.090003857142865,63.484231428571434,35.08002857142858,-0.0519977529865694,509.00296514285736,0.43651137038571425,0.711069915257143,0.06255597645714289,66.48571428571428
H3P40,0.1539275249,19.71357,27.165174428571426,12.639063999999998,29.147058199999993,53.25236128571427,17.017009428571427,14.470915571428572,54.57001371428573,35.055115714285705,-0.0556215953506614,332.5243222857142,0.39139464762857146,0.6391141008600005,0.06603860337142861,175.64285714285714
H3P41,0.15721103130000003,12.893051714285718,18.079327142857142,10.358592857142854,22.38883162857143,34.29966857142856,10.755833142857142,9.759436714285714,41.20168342857144,24.20086428571429,-0.0177679187203506,670.9040727142857,0.3062774268285715,0.3795876601428606,0.07296554554285714,39.1
H3P8,0.27759890638571433,23.09556457142857,22.613244285714284,16.278290857142853,35.58646142857143,43.61030571428571,20.34371057142858,20.25442514285714,84.18714,37.67869285714286,0.0557184887563437,1523.2689672857143,0.5903086787,0.5292547719193447,0.11207504284285716,202.04285714285714
H3P9,0.0,16.432142285714285,20.546721285714284,10.474153571428571,19.769003228571425,24.24641171428571,11.62595871428571,7.471456742857143,46.20430000000001,24.252061428571434,0.0073231203797813,1352.782349571428,0.24473286457142873,0.1055722225246737,0.0724909365,111.98571428571428
H3Y1,0.014436918200000003,13.232705714285716,19.408689857142853,9.850295714285716,19.638003942857136,24.130030142857144,11.981647428571426,10.196883285714286,40.85719642857143,24.020532857142864,0.0197115018648121,1566.1358473346938,0.3655016743,0.3169720542304763,0.07739340670476193,133.07142857142858
H3Y2,0.17097158481428573,16.449955857142854,22.28310557142857,10.774512571428573,20.36764776,27.62195471428571,13.33666257142857,10.473946228571428,46.558827285714294,27.91335971428572,0.0374355528430496,1991.9585325714283,0.4067786696142859,0.39921201521905375,0.08483650915714284,152.0857142857143
H416,0.4120453521571429,18.150249571428567,22.075095999999984,14.701456285714286,35.53573342857143,45.15980857142857,15.130646142857143,15.880718714285708,51.83331214285715,32.3102242857143,0.0455154547504577,1515.203735285714,0.5672784719142855,0.5462647205257144,0.11158738722857141,353.27142857142854
H4C1,0.502952932757143,14.606446857142851,19.97888714285714,14.214703428571433,28.657474857142855,40.32242857142859,12.920010142857139,15.328465585714282,44.56019185714285,29.316277142857142,0.0074056016552725,887.642729,0.6030436000428573,0.2650267528760359,0.198067556,246.04285714285714
H4C13,0.3746362843857142,16.914297142857137,32.08631571428571,20.800303714285715,62.70760314285716,65.74536,32.287041714285714,24.859360714285703,72.20203142857143,55.78089714285714,0.0914277502353277,3644.0528440000003,0.5363500502142858,0.3690104942293996,0.198067556,154.5857142857143
H4C15,0.29331069447142855,13.715592857142854,19.74159299999999,12.627439285714287,25.159552842857135,36.833909999999996,14.46673457142858,12.594374142857136,42.98974385714286,28.376300000000015,-0.0174015322334706,4143.8031978571435,0.6115390345142856,0.6129546637763825,0.196493776,267.01428571428573
H4C2,0.4188272045142858,14.076209428571426,18.605864285714283,11.192242857142856,23.96625771428571,33.394125714285714,11.955785428571433,10.640624400000002,48.05863257142858,26.52715857142857,-0.001044545347595,2079.9582787142854,0.6268267013857142,0.4748291826857144,0.196493776,128.14285714285714
H4C3,0.30069728889999997,12.958263285714281,19.25119771428571,10.886541714285716,28.22797442857142,43.00964,16.676547000000003,13.35973957142857,45.804324,28.73595571428572,-0.0193076748180974,3359.5805717142866,0.6033736518285712,0.5919340026380957,0.195764096,155.81428571428572
H4C4,0.2934270492285714,16.03588514285714,21.987492857142847,12.433233000000001,28.815324857142855,39.910943928571434,15.192627714285715,18.111650285714294,55.012001857142856,34.889304285714275,-0.0289519330881978,4167.804260142858,0.5909657081857141,0.41114848768123685,0.196493776,135.85714285714286
H4C6,0.28595582114285717,17.108832285714293,23.493344571428565,12.411963142857143,26.040578899999993,36.952224285714294,15.041121285714283,18.470799999999997,65.2025342857143,35.466038571428555,-0.0233521558467556,3400.9792938571427,0.6233451389571426,0.4769459320428573,0.195937614,41.48571428571429
H4C7,0.12343587257142856,20.21206228571429,24.774548571428564,14.666859285714285,24.891000185714276,41.77971000000001,20.005026857142855,23.557204085714297,61.72595142857143,46.59227,0.0059025456526138,950.0529132857143,0.24390498755714285,0.321794063915998,0.051636578,125.05714285714286
H4C8,0.44017951904285724,15.336269714285711,21.14028699999999,10.886102285714284,24.213871428571426,34.42973571428573,12.78009228571429,12.09091628571428,48.92511571428572,27.410977142857142,0.0151989085801805,2498.627596428572,0.6230150555142856,0.4696692509070511,0.195937614,140.24285714285713
H4C9,0.28607656470000004,15.072435714285712,23.860974285714274,12.575963999999997,31.252659999999995,35.684911428571446,14.091626714285717,14.967199857142857,52.935945714285694,30.038154285714263,-0.0293309781954133,3239.346432857142,0.6218739336857141,0.5288846130847007,0.199597202,87.42857142857143
H4P1,0.12173162804285716,21.226905714285706,23.06648285714286,16.138481428571428,32.34394714285715,41.94509285714285,22.21917914285715,19.588997571428564,80.19948714285714,43.821708571428566,0.0589007839201085,2231.042956428571,0.5553814631142856,0.500895985157143,0.09780175902857148,378.64285714285717
HACD1,0.500069061,1.14725,3.83801,26.2835,1.11531,18.802,0.454527,0.401191,4.24661,3.96645,0.0046093605568995,885.8292181428574,0.3755023925142857,0.07511051192973137,0.060830492,82.67142857142858
HACD2,0.500038831,17.6996,11.785,3.49661,21.4893,31.7852,14.6515,2.73268,20.0917,10.9875,0.0001059621312335,268.23761114285713,0.3933747558000002,0.12007615029422654,0.071826055,73.67142857142858
HACD3,0.0,26.4858,18.4518,2.24847,18.8157,46.0265,14.3812,1.28118,21.1444,43.5905,0.0068167133269223,1244.1301911428568,0.48763821191428586,0.3708240542944241,0.116956864,207.2
HACD4,0.500002606,0.970287,1.47231,0.295769,6.78631,9.88304,0.250696,6.93483,1.03099,4.01455,-0.0023002407700425,933.8853218571429,0.2869004829285715,0.13565322995139617,0.06706264,66.0
HADHAP1,0.0,0.188616,0.386778,0.0961921,0.0272086,0.0767105,0.0816819,0.0,1.45439,0.0979876,0.0186840814523407,515.51843,0.1626490888000001,0.1709716117025742,0.057767421714285734,17.214285714285715
HADHAP2,0.0,0.0183139,0.0,0.143362,0.0772348,0.0857749,0.0323731,0.0389428,0.0867495,0.0963397,0.0069011323009704,1457.0545235714285,0.20817786264285718,0.08429057712177954,0.06875253402857144,36.7
HAGLR,0.05714747022857143,1.72904,16.4008,0.148971,0.0153566,1.17075,0.0263805,0.0115596,58.0191,1.58641,-0.0251937131202734,1779.5669170000006,0.48479459917142853,0.3867837479571464,0.08539167667142859,376.25714285714287
HAGLROS,0.08464043733571429,0.628599,6.77968,0.0855898,0.0,0.773965,0.0,0.0,14.9033,0.88355,-0.0251034719815331,899.3261765714287,0.25516079717142864,0.23158992388092625,0.05993385900000002,39.48571428571429
HAND2AS1,0.02857379032857143,12.522197000000006,18.078335571428575,9.518412285714287,19.12185594285714,24.46134157142857,11.908677714285718,13.974187857142857,37.04062200000002,25.043000000000013,-0.0063309985454473,1160.4041848571428,0.2876646888571429,0.4674463969142856,0.07333730024880954,47.68571428571428
HARS1,0.24044975967142862,11.419987614285715,18.30078428571428,10.33108242857143,21.293948942857142,22.77032999999999,11.175555428571426,9.690677999999998,34.89683485714286,22.62917714285715,-0.0139793330497076,583.5975834285715,0.3492413567,0.3308798518428571,0.073320455,90.58571428571429
HAS2AS1,0.2733743065428571,12.02724642857143,18.549607142857138,9.556013142857143,19.139976942857142,23.308447285714283,13.046959000000001,9.084364042857143,33.71140514285715,24.332591428571433,0.015354876375311,942.7176097142856,0.3869880501714287,0.13875585143002253,0.08441697200000002,90.17142857142858
HASPIN,0.500022204,16.980824285714284,24.10413742857143,15.474342142857138,48.941197914285716,47.22717571428571,13.546158000000007,18.318454999999993,55.45976571428571,32.57353285714285,0.0475751110513414,1210.7561748571427,0.5013939184285715,0.35538526317142854,0.101237637,146.15714285714284
HAUS1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15589,0.0791991,0.128652,0.0680799869690836,5178.813822,0.2034405197142857,0.23789809803644363,0.07239919052857142,88.27142857142857
HAUS1P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0166144119462972,396.16015042857146,0.20647955917142874,0.37932845677311566,0.06892208944285715,24.142857142857142
HAUS5DT,0.014286247414285715,12.604241285714291,18.165307000000002,9.518654142857145,19.12185594285714,24.46209442857143,11.967543000000003,9.170399,37.87089142857144,24.648174285714294,-0.0063551512630821,1441.2914234285713,0.34561267484285707,0.19580065651692463,0.07650319392023808,48.642857142857146
HAUS6P1,0.0,0.0,0.0163277,0.0,0.0873168,0.0641763,0.0,0.0,0.0755372,0.0,0.0244968631531985,1114.1168625714283,0.16211654282857146,0.0581683656692494,0.06278635341428573,45.0
HAUS6P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0264170507821346,401.06648685714276,0.2771286509000002,0.2038873082113206,0.05998928901428571,11.471428571428572
HAUS6P3,0.0,0.0200866,0.0194626,0.0,0.417098,0.114581,0.0,0.0,0.349807,0.0641353,-0.0320728798880069,742.9286538571428,0.24580148454285713,0.1410505241867355,0.07140800769999998,10.042857142857143
HAUS8P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0063994500934973,506.0381474285713,0.22412089495714307,0.44118570953237357,0.06624239855714287,18.414285714285715
HBAP1,0.04286363771428572,13.25905042857143,18.332215571428577,10.752054285714284,22.614807200000016,28.243065714285716,11.417561285714289,10.099412857142857,39.60303771428571,25.51006857142858,-0.0252995824945031,1118.4322461428576,0.44684984705714287,0.2689135472000035,0.08414551265714286,71.84285714285714
HCCAT5,0.0,0.040744,0.119962,0.0,0.0,0.0,0.0,0.0,0.0843226,0.0,-0.0062746793401213,1895.0175948571425,0.22441226675714304,0.1218672327281739,0.06803490401428569,25.4
HCFC2P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010742096531902,633.1699569999998,0.13532929274285713,0.15727476579863123,0.06252066435714283,74.08571428571429
HCG11,0.07692896874285714,2.35746,4.64506,2.43082,6.60015,9.53275,0.333734,0.613572,7.27537,3.22944,-0.0023929225897308,532.0596182857142,0.2528342949285715,0.20207354222417942,0.056554744542857145,38.7
HCG14,0.0,0.0705439,0.729505,0.0,0.0777645,0.0,0.0701287,0.09556,2.20819,0.345877,0.0362065597689077,1599.5825267142861,0.15706715748571434,0.05846000855538548,0.06076665085714287,64.0
HCG15,0.0,0.0832468,0.388328,0.04401,0.0,1.06198,0.12355,0.0,0.83779,0.256962,-0.0178033734233399,1173.8800524285716,0.1631199061142857,0.07577431225871858,0.06384074574285716,72.0
HCG17,0.03562227644285714,1.22104,0.426683,0.172041,0.108555,0.379327,0.196445,0.0,0.384304,0.85577,0.0109892302560769,1347.2459027142859,0.22821706455714286,0.08918258870330764,0.060823120342857175,27.15714285714286
HCG18,0.014287269171428571,2.00583,3.88157,1.51229,5.72661,5.98922,1.37621,1.27441,5.83373,2.90401,0.0136809870437014,790.7869622857145,0.3205863528285715,0.18429207006922368,0.06077541164285716,90.0
HCG20,0.04289566657142857,0.141469,0.266843,0.115,0.245128,0.13964,0.0813828,0.0621332,1.22459,0.362456,0.0033145009678297,366.88807099999985,0.1578853874571429,0.0749685157480209,0.05943205397142858,27.857142857142858
HCG21,0.0,0.0,0.11458,0.0,0.0,0.0,0.0,0.0,1.43901,0.0,0.0196261178666814,2113.670911571429,0.16185883724285718,0.029620049902856806,0.0645821059142857,36.0
HCG22,0.16129567227142858,0.193203,0.0902411,0.131589,3.54457,0.0,0.00832089,0.0297518,0.0310073,0.014917,-0.0025041327248866,2185.192761428572,0.2260659549857143,0.20604763989310368,0.053062895,96.78571428571429
HCG24,0.03578979897142857,0.16378,0.0,0.0,0.0362716,0.0,0.0,0.0,0.0842009,0.0,0.006038999593236,245.78843785714275,0.3325045776857144,0.1702733838703314,0.0687633120285714,21.228571428571428
HCG25,0.028682898342857144,0.325968,0.657643,0.165509,1.79742,0.866054,0.411487,0.156205,2.83495,0.758144,-0.0760120915312608,616.1533068571428,0.2145371702571429,0.133490511944492,0.06949466339047619,16.0
HCG27,0.0,1.23105,3.04757,1.05714,5.86715,0.629431,1.20627,28.6278,2.20419,1.14225,0.0012790194634288,766.2825198571428,0.2277841791285715,0.16351535711907728,0.07028649502857144,220.0
HCG4,0.0,0.662695,1.00769,0.366933,0.262869,0.456776,0.32229,0.0,2.40205,1.38346,0.0029456572885695,783.6737944285713,0.17528586302857146,0.30033039546421453,0.058223724985714306,78.0
HCG4B,0.0,0.19346,0.871131,0.253237,1.80835,0.277075,1.01766,0.249762,2.35093,0.600187,0.0025966258472659,521.7103218571428,0.16230252311428575,0.022813736270037195,0.06295961432857147,34.0
HCG9,0.0,0.127111,0.266694,0.115509,0.0672705,0.0,0.0526942,0.165255,0.0815295,0.240035,0.0021776272477742,798.0898040000002,0.1729096866,0.07718107242547712,0.06351079755714287,27.071428571428573
HCK,0.503642081,2.17622,4.07034,2.04943,14.935,0.06429,3.16872,545.063,3.0587,10.4927,-0.0078494459402227,180.49053,0.5758204187857141,0.3294067231599044,0.225347833,198.0
HCP5,0.1716372217285714,2.07519,11.8269,4.54319,121.291,0.320003,4.88707,38.8511,6.73988,16.5464,0.0049278382362966,574.0334604285713,0.4690083270142857,0.4706083534543672,0.09178886917142859,217.0142857142857
HCP5B,0.0,0.159657,1.13282,0.0824992,0.0881718,0.0,0.17006,0.13341,0.272689,0.70717,-0.0007758009920137,784.4542630000002,0.1861034126714286,0.11085491755738046,0.06166882457142859,31.742857142857144
HDAC11AS1,0.028722835114285715,14.161653714285714,19.215548428571427,9.940569,19.29807322857143,27.69435728571428,11.33482257142857,12.234788085714287,38.788370571428565,24.91845,0.0211154906040752,1694.3954223465987,0.3518474890285714,0.1978549340758814,0.07385466423809527,139.85714285714286
HDAC1P1,0.0,0.0,0.0179154,0.0179019,0.0,0.0,0.0,0.0,1.81193,0.0,0.0362065597689077,1059.110896142857,0.15787425062857136,0.0371910566571216,0.06107793390000001,44.714285714285715
HDAC1P2,0.0,0.0291358,0.0663617,0.026228,0.0,0.0,0.0,0.0,0.208297,0.0161313,0.0203066791786222,938.2141912857145,0.18351024658571433,0.08370968554896153,0.0589845681,45.84285714285714
HDAC2AS2,0.03588014954285714,16.44148871428572,20.102238571428565,10.851573000000002,19.384083657142856,24.163467000000004,14.119974285714283,9.897432299999997,40.49445000000001,24.666641428571445,0.0095938316713211,1339.561289428571,0.28167964842857146,0.1835551514257143,0.06831017965714288,85.54285714285714
HDAC4AS1,0.2430304488714286,13.553449142857145,18.314101428571423,10.872714285714286,19.24424671428572,20.963015857142857,11.781159999999998,7.312011071428571,36.01062057142859,23.76184428571429,0.0132518056757478,1017.416957857143,0.3627711073000001,0.07451286857151446,0.08018502750000002,95.81428571428572
HDAC9AS1,0.11981604247142857,12.134866857142862,18.449892714285713,9.79160342857143,19.745790274285714,19.822039142857136,11.02855114285714,9.44085665714286,29.45157957142858,24.665322857142865,-0.0051193178813173,1052.2020207142853,0.26589148695714276,0.2839933475331444,0.06553502066639456,52.1
HDGFL2,0.500038232,13.167865285714285,18.19594571428571,10.202568,20.751873571428575,23.748125714285706,12.067811999999996,10.043550285714286,33.343505714285705,24.14213,-0.010608008744922,366.9494885714286,0.4677894021571429,0.21020931321502861,0.053790354,91.3
HDHD5,0.0,12.6223,20.3631,25.2613,54.4006,43.5899,23.9342,9.23093,34.2135,36.2577,0.012900411052093,1035.1941721428577,0.3895330578285715,0.4555595854854029,0.052968602,270.0
HEATR3AS1,0.007143535471428572,12.266133285714288,18.097247142857135,8.643846714285713,18.655199274285707,23.311324428571425,10.745286999999996,8.857096485714285,38.37854142857143,23.66249714285715,-0.0013619344639936,1028.3736087142859,0.3897114648857143,0.22338669153428573,0.07815145807959178,85.78571428571429
HEATR5A,0.500063731,3.81309,3.93341,4.34496,3.56806,19.3881,3.49046,1.44294,8.96032,9.67624,-0.0079485058425107,4462.98132,0.40247338122857146,0.1316779527975146,0.052968602,107.0
HEATR5ADT,0.3144560136857142,13.333254000000002,18.824204285714288,9.361481428571429,19.339558800000002,26.25462014285714,11.398134714285714,10.427345342857143,40.62872771428572,24.486394285714283,0.0055208059609982,1420.6774606938777,0.4509019639571429,0.21491037809252955,0.09455112804761906,114.01428571428572
HEATR6DT,0.09293275035714288,13.66479942857143,19.25431828571428,10.375236000000003,26.143414485714285,31.678698571428576,12.23090228571429,11.466668285714285,42.22489428571429,25.998830000000005,-0.0327752895952655,837.1430149999999,0.4786585593857144,0.560398713742857,0.08605670147142855,127.71428571428571
HEATR9,0.0142869,0.0217423,0.0430401,0.0120627,0.125293,0.0,0.073148,0.485156,26.4933,0.067222,-0.0076431354175722,3122.628376714285,0.1675937994285714,0.11775501498221122,0.06362383492857145,156.31428571428572
HEBP2P1,0.20732022294285712,13.761611571428574,18.643537000000002,10.939329857142859,24.345495857142865,30.575774285714292,11.819074857142859,13.479968228571428,43.3680957142857,25.44090285714286,-0.0284643468331182,821.1121844285717,0.5564029625999999,0.495632851825669,0.11723342532857142,125.17857142857143
HECW1IT1,0.043010892671428574,13.233141428571429,19.35141985714285,10.022470428571431,19.95473251428571,23.658258714285715,11.963010857142853,9.925922428571429,42.16764499999999,23.548632857142863,0.019322119714037,1802.6366623346942,0.3786705570000001,0.2725022969140316,0.07798765400000005,134.3
HECW2AS1,0.05714559585714286,12.853391714285717,19.63498571428571,9.32639614285714,19.837397217142854,25.77942157142857,12.314084285714284,11.101970200000004,37.54135057142858,24.74876,0.0044832590786154,1647.3491850000003,0.4818180744857144,0.2300299525844517,0.0920444910190476,106.7
HELLPAR,0.0,0.00207029,0.00349612,0.00217572,0.08525,0.0211426,0.00919074,0.00129747,0.0639984,0.00514402,-0.0086876283975655,970.4170144285712,0.19471801450000004,0.0731963170717629,0.06743311599999997,47.285714285714285
HERC2P1,0.13726281298571427,25.291804714285707,33.987859428571426,20.983890999999993,73.83745000000002,63.90483999999998,28.98364042857143,26.674634000000005,83.19409142857143,53.0138085714286,0.0479326537553027,1070.9866534285713,0.42016249217142865,0.5958838604685714,0.07302745190000003,292.1
HERC2P2,0.0,25.9165,15.5267,15.2511,14.8169,17.1816,13.344,2.22197,31.6572,32.135,0.0048183729739931,490.03429285714293,0.32532594455714275,0.25514043464285713,0.06152508371428574,68.14285714285714
HERC2P7,0.0,0.0,0.14916,0.0,0.0,0.0,0.0,0.0,0.135636,0.0449756,-0.0171194468362717,326.88973985714284,0.19811893972857156,0.14473342357599478,0.06764816727142854,23.485714285714284
HERPUD2AS1,0.05712029407142857,11.973080428571429,18.334854285714282,10.029152857142861,22.68378305714286,27.086679999999998,12.361879285714288,10.147274657142859,42.03001542857144,25.228641428571436,-0.0186325121480022,1143.4193507142857,0.2769434992142856,0.09662293581765757,0.07077487019142856,36.75714285714286
HEXAAS1,0.1649598875142857,11.774697999999995,17.98258571428571,10.352766000000003,19.101911200000007,23.036676999999997,11.437695714285711,9.237707414285714,33.92450457142858,23.886015714285715,0.0143367361000527,1357.863199071428,0.44785650782857156,0.19731064551558336,0.08683328858452381,129.0857142857143
HGH1,0.500049656,7.18377,14.3598,6.84373,27.0491,24.0294,15.5046,4.96758,39.7895,24.1285,-0.024858426336711,668.6370304285716,0.48670699767142855,0.3072653902891606,0.0958636366857143,100.57142857142857
HHATLAS1,0.0,16.965137142857145,20.055722857142857,10.910766857142857,18.282357942857143,27.383647,11.873700428571427,8.501587514285713,39.04464714285715,24.345637142857143,0.0080906469312179,1243.88048,0.307029426357143,0.0983973336321744,0.07310727372857144,130.45714285714286
HHIPAS1,0.057144818371428575,12.277731000000006,19.840084285714294,10.307690571428571,18.88834584571428,24.20358871428571,10.81887614285714,10.998657714285713,36.20003485714285,25.519217142857144,-0.0111175718139241,1008.2958947142856,0.29533630878571426,0.37576438791962846,0.07192704182857143,49.7
HHLA1,0.500017315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062906,0.0,-0.0252552458435107,614.22764,0.29651382708571433,0.15634972106131895,0.054433199,18.014285714285716
HHLA3AS1,0.007163392014285714,14.964324428571436,27.39452714285715,11.110019714285711,25.769808142857137,31.852426714285716,15.354116142857139,14.253515714285722,58.87175428571427,32.95863714285713,-0.0428678358271779,1391.9119288571435,0.3593679162571428,0.652403089427125,0.06555040499999999,62.142857142857146
HIC1,0.50065645,1.82102,11.246,5.34504,20.7441,10.3321,1.80628,0.737554,5.50693,5.50908,-0.0340749523766319,274.8491,0.6224250928285714,0.49657268346238764,0.092267836,44.0
HID1AS1,0.09120825748571429,13.269630428571428,18.72624285714285,10.159017714285717,19.626915074285712,23.939468714285713,12.070030285714283,12.416508914285716,42.81006771428573,23.247760000000007,0.0040517804400979,951.4404028571429,0.43327530544285714,0.2751358072002883,0.08103128335476192,86.5
HIF1AAS1,0.15707765272857138,11.657939571428575,18.321661428571428,9.766354714285711,19.382009759999992,23.725415857142853,11.395316428571428,8.912424571428573,36.95318000000001,23.81383857142858,-0.0072391394562778,1068.298291571428,0.4520522698571428,0.21898617103724297,0.08382790962380954,50.18571428571428
HIF1AAS3,0.2732149212571428,11.873124142857145,18.90812857142857,724.0195135714287,45.88499477142857,42.64090605714286,30.21698371428571,12.96494342857143,97.20115171428574,58.52330128571427,-0.0018947939888715,1014.628167142857,0.4068924743285713,0.387783795068816,0.08057878321428574,132.42857142857142
HIGD1AP1,0.0,0.0940409,0.184176,0.0963826,0.102682,0.1141,0.0950855,0.0,0.0,0.101926,-0.0235747126733887,791.6943414285712,0.19155249001428573,0.23247856703107775,0.06147597227142858,61.642857142857146
HIGD1AP11,0.0,11.296874285714289,18.77288428571428,10.29757028571429,19.331241657142854,25.217349857142857,11.463863999999996,13.216825571428572,38.225801142857144,25.010224285714287,-0.0038861333990247,849.9456512857145,0.47498739658571437,0.45302405122339007,0.08135193295714284,153.47142857142856
HIGD1AP13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0025309455809029,2931.4286912857133,0.2770395666285716,0.32383285231428577,0.07866816304285712,1.0
HIGD1AP14,0.0,0.0,0.0,0.0820954,0.174173,0.129662,0.0,0.0,0.0,0.0,-0.0081813763761159,1289.323753571429,0.14864507635714294,0.23573172524182415,0.06126979600000002,83.27142857142857
HIGD1AP15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022397972292266,747.1867812857141,0.2196131118428573,0.37274229705882994,0.06642562686190476,22.142857142857142
HIGD1AP17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0497896645025156,316.0106081428572,0.3335508073857146,0.16138904779690508,0.06165098907142857,22.52857142857143
HIGD1AP18,0.0,0.0,0.199491,0.0,0.217018,0.0,0.0,0.0,0.320991,0.0,-0.0666559613326223,1186.643022714285,0.2916703754000002,0.19103189804969908,0.07402116839047619,27.085714285714285
HIGD1AP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0174605520967245,408.6638040000001,0.2167250893000002,0.4231563364857585,0.06839638938571425,15.1
HIGD1AP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0961491,0.0,0.0414777794463091,2018.6517472857145,0.3151417395857147,0.22601896207599997,0.06310282025714285,1.0
HIGD1AP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.120880455915855,576.0805915714287,0.3283196998428575,0.29527279467142864,0.06210619704285715,12.8
HIKESHI,0.0,13.5923,12.9668,15.5195,34.8825,32.7064,8.61786,6.40913,23.8467,19.4548,-0.0139184132892417,491.3618129999999,0.5589873585428572,0.38676020834526753,0.08965562,165.47142857142856
HIKESHIP2,0.02863136628571429,14.166101000000001,19.623716857142856,10.594171285714285,24.843281628571432,31.026994285714284,11.995691000000004,10.831130428571429,42.933832857142875,26.06284142857144,-0.0336571089831313,1093.5166274285712,0.514471110942857,0.4863143288611741,0.09036973150000001,145.28571428571428
HIKESHIP3,0.09286607292857144,15.198503714285717,19.934710857142857,11.599870999999998,19.998312085714296,28.968184285714283,11.38280542857143,13.6533588,46.046731,27.208042428571435,0.0283250317509036,1845.2155161714284,0.5337341911857144,0.3875100201688183,0.0925692665714286,179.14285714285714
HINT2P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0240387403259031,638.6054111428571,0.2551176533000002,0.3338428532571429,0.059051355285714306,10.8
HIPK1AS1,0.07857555070000001,12.536619285714288,21.03951857142858,10.403959714285714,19.136025617142856,20.09241585714285,10.689860714285713,10.278364142857145,37.650922571428566,22.79056157142858,-0.0094989727305726,948.9312331428571,0.305308797642857,0.2637131070771186,0.06887461725714289,49.114285714285714
HIRAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0147211107813929,437.96344071428587,0.21784346188571438,0.3589935286670065,0.05861799652857143,31.985714285714284
HJV,0.0,13.219367857142855,24.23802857142858,11.923199571428572,29.253878142857136,37.62576714285716,16.091203857142855,16.613334428571427,50.78309571428569,33.8384357142857,0.0190670627172257,1853.5473587142856,0.6069409296428571,0.4763659334669772,0.133550569,145.22857142857143
HK2DT,0.4443837634714285,16.606022857142857,20.91206628571428,15.532306571428574,28.89425371428571,40.69770714285717,18.63260642857144,13.399498714285707,50.492368571428585,31.99597571428572,0.0453447322936237,2205.000866714285,0.5744303334000002,0.5732356828214284,0.1277418808857143,525.3857142857142
HLAA,0.0,16.638322428571435,20.055722857142857,10.941310714285715,18.23105222857143,26.70519128571429,11.955853285714284,8.505778657142855,40.51177142857144,24.544604285714286,0.0080177715935831,1270.467761047619,0.29513766325714297,0.11898531765576867,0.07264042997142858,124.01428571428572
