Gene,ExomiserScore_increasedBP,BrainPutamenbasalganglia_GTExTPM,KidneyMedulla_GTExTPM,HeartLeftVentricle_GTExTPM,CellsEBVtransformedlymphocytes_GTExTPM,CellsCulturedfibroblasts_GTExTPM,Liver_GTExTPM,WholeBlood_GTExTPM,Testis_GTExTPM,AdrenalGland_GTExTPM,Effect_HF_Median,gene_damage_index_score,HIPred_haploinsufficiency,pLI_exac,SDI_Drug_Probability,H3k4me1_count
MYO16AS1,0.028874639399999995,17.133690714285713,19.991791428571425,10.323784999999999,18.754393657142856,25.428767,15.521579999999998,13.404922999999997,41.81653214285715,25.868498571428585,0.008424414759895,1106.061932857143,0.28047692939999996,0.3108012664857143,0.06706801547857145,83.62857142857143
MYO16AS2,0.23589990764285718,12.591378714285717,18.903122857142858,129.00784557142865,41.0152598142857,39.1742119142857,29.47365142857143,11.408543700000003,73.57146285714283,38.64349699999999,-0.0094384019111521,713.7995768571429,0.2852461647714285,0.5303156195250012,0.07530916744285714,64.57142857142857
MYO18BAS1,0.4033182357714285,13.522030571428576,18.923807,367.755356285714,42.81201728571428,41.63171891428573,43.39430500000002,17.237686999999998,97.12090557142855,60.83701371428572,-0.0282971863328947,2137.0552672857148,0.5905542990428572,0.37886473282052846,0.13228918624285718,210.71428571428572
MYO3BAS1,0.10706637444285716,17.935872,20.332498571428573,10.44441757142857,21.49646476,20.191620857142848,11.657063285714285,7.759521085714288,37.036842000000014,23.939631571428578,-0.0057957630340806,930.881205,0.2512348196571429,0.2846467337428573,0.06359937500000003,51.47142857142857
MYOCDAS1,0.07859782568571427,12.342327428571432,19.974078571428578,10.339823714285712,19.862022988571436,24.76535014285714,10.496638285714287,11.078335857142854,36.88040114285714,28.04346571428572,-0.0109315320736814,1066.805916285714,0.46140898639999994,0.2820972131821005,0.08331871626190475,51.8
MYOCOS,0.10000995597142857,13.582780000000001,19.084195714285716,9.440741571428575,21.44213494285714,27.09337571428571,12.767634857142852,11.149882485714281,45.82229342857142,28.62826142857143,0.0021177559710012,1109.4202587142852,0.21097069558571438,0.15087695510568125,0.06960447031428572,66.28571428571429
MYOM3AS1,0.1512984664142857,12.621782571428573,17.559719999999995,10.588167714285712,21.525580942857147,25.98714857142857,11.406414285714286,10.768080471428569,37.02716342857144,22.59072042857144,-0.0202925101191891,728.301724,0.38758202977142847,0.39683145922819973,0.07690540743571428,96.78571428571429
MYORG,0.500003386,12.670205714285714,17.613727142857137,9.606577571428573,20.17948902857143,26.63880142857142,10.328553285714284,10.465266614285715,35.15376342857144,22.462732857142864,-0.0073731147294779,206.28751671428577,0.45485017047142856,0.15102454855223435,0.080389141,88.4
MYOSLID,0.05724371007142858,0.0367187,0.0792526,0.0357281,0.247099,19.7486,0.0,0.704825,1.95201,0.225982,0.0044003044444822,5389.311546000002,0.21829786508571436,0.1798319123772333,0.06802514677142862,394.1
MYOZ3AS1,0.15003260232857143,12.662316142857149,18.34335842857143,10.182519714285714,20.056395131428577,23.13116028571428,10.943035428571426,13.606695714285715,37.84224857142859,24.27592571428572,-0.0044247748938811,882.955345428571,0.30848703931428584,0.4277025900999999,0.07699005772619048,51.9
MYRFAS1,0.07157282481428572,18.24536771428571,20.515035428571434,14.396626285714282,19.127570085714286,29.89243528571428,15.914870714285716,13.269461485714285,48.81362085714285,28.044800000000006,0.0328446600290812,1438.9861078571423,0.4050919841,0.5404828919285712,0.07873748691428571,353.75714285714287
MYRFL,0.0,0.117584,1.07104,0.0682078,0.0262689,0.0,0.0616343,0.0134938,2.25124,0.204897,0.0305098062045717,3336.78291,0.27166543374285723,0.19071381021700792,0.080588455,416.0
MYT1LAS1,0.06437222635714286,13.721183142857143,18.991979857142855,12.653343714285718,25.36230577142857,31.774438571428572,12.474366857142861,11.661473285714282,43.06129142857143,25.332574285714294,-0.030344781041973,676.8634064285714,0.46994276715714306,0.6340807767714285,0.08278117755714284,272.95714285714286
MZF1AS1,0.22957539795714288,13.477418857142856,19.74403571428571,9.06253414285714,19.28526799999999,27.119923,11.103377142857147,9.814581857142858,42.19475771428572,24.274597142857143,0.0111278551210508,1567.9423728605445,0.46156877434285715,0.22049668949068782,0.09340659508571429,137.05714285714285
MZT1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0505540259393804,276.73021314285717,0.14690232761428582,0.33740402075597276,0.06742303022857143,54.885714285714286
Metazoa_SRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024968323879368,543.2168128571426,0.1491548693142858,0.03148392765549046,0.06375700930000001,39.0
Metazoa_SRP,0.0,0.0,0.221287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024968323879368,403.14108785714296,0.19932727914285714,0.2789542458342672,0.06432049657142858,31.914285714285715
Metazoa_SRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10113,0.0,0.0024968323879368,1490.757499142858,0.1917626537285715,0.10528004274735851,0.06560179921428572,19.085714285714285
Metazoa_SRP,0.0,0.100716,0.134884,0.0,0.573017,0.0,0.0,0.41112,0.55025,0.372104,0.0024968323879368,866.3293895714285,0.1731214680428571,0.07387154484121741,0.06541676388571431,16.942857142857143
Metazoa_SRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422025,0.0,0.0024968323879368,306.28509528571425,0.25622135622857156,0.15251026707200002,0.06534114225714288,11.457142857142857
Metazoa_SRP,0.03571440214285714,0.0,0.0,0.0,0.155574,0.145533,0.0,0.0,0.124216,0.0,0.0024968323879368,582.5356341428572,0.21354531297142862,0.13076968962961152,0.0595645946714286,15.32857142857143
Metazoa_SRP,0.0,0.0,0.0411167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024968323879368,415.73902300000015,0.18896696842857152,0.23451225849070115,0.06916615314285712,30.457142857142856
Metazoa_SRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024968323879368,543.2168128571426,0.1491548693142858,0.03148392765549046,0.06375700930000001,39.0
Metazoa_SRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132091,0.0,0.0024968323879368,364.03065514285714,0.1373296636857143,0.03252781759344848,0.06532042855714285,34.371428571428574
Metazoa_SRP,0.0,0.0,0.363653,0.0,0.692964,0.146218,0.134084,0.0,0.696973,0.136197,0.0024968323879368,1013.4424675714284,0.18959539505714282,0.050561670217580394,0.06602726454285715,28.214285714285715
Metazoa_SRP,0.0,0.0,0.228309,0.0,0.242179,0.0,0.0,0.314851,0.103344,0.0,0.0024968323879368,1000.8023167142861,0.16045280775714296,0.07128082782449277,0.06322877534285716,36.7
Metazoa_SRP,0.0,0.0,0.350318,0.129612,0.522402,0.288398,0.0809244,0.10247,0.729156,0.159503,0.0024968323879368,596.1794790000001,0.19670267847142855,0.11805643101267901,0.06340380641428572,28.65714285714286
Metazoa_SRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.131126,0.0,0.0024968323879368,398.333770142857,0.14304970324285715,0.047547489412511204,0.0645266740142857,39.75714285714286
Metazoa_SRP,0.0,0.071446,0.0975186,0.0,0.0853685,0.0,0.0,0.0,0.45923,0.0,0.0024968323879368,383.115462142857,0.16040097088571428,0.0697980871196137,0.06193721822857143,22.7
Metazoa_SRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024968323879368,543.2168128571426,0.1491548693142858,0.03148392765549046,0.06375700930000001,39.0
Metazoa_SRP,0.0,0.0,0.046898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024968323879368,313.7472475714285,0.19118739088571438,0.22373778490784396,0.0675715069142857,29.12857142857143
Metazoa_SRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024968323879368,543.2168128571426,0.1491548693142858,0.03148392765549046,0.06375700930000001,39.0
Metazoa_SRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83077,0.0,0.0024968323879368,633.8801378571426,0.14079866591428575,0.027151613518405164,0.06550853984285712,35.285714285714285
Metazoa_SRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024968323879368,543.2168128571426,0.1491548693142858,0.03148392765549046,0.06375700930000001,39.0
Metazoa_SRP,0.0,0.0,0.0,0.0,0.103463,0.0,0.0,0.0,0.0,0.0,0.0024968323879368,733.367061142857,0.16050771300000008,0.048975955416943516,0.06512296737142857,35.57142857142857
Metazoa_SRP,0.07159119174285714,0.175638,0.26908,0.195452,0.135009,0.140602,0.533737,0.107255,0.986997,0.400977,0.0024968323879368,637.3144449999998,0.1593340179285714,0.06832214460895052,0.062331813135714294,47.628571428571426
Metazoa_SRP,0.0,0.0,0.0,0.0,0.11872,0.0,0.0,0.0,0.444476,0.0,0.0024968323879368,557.2601632857142,0.19141835285714293,0.07326120805818287,0.0650323244714286,15.257142857142858
Metazoa_SRP,0.0,0.0666464,0.0611284,0.0,0.0,0.0,0.0,0.0,0.121245,0.0,0.0024968323879368,266.4715088571428,0.19694788130000004,0.1322784132421289,0.06302809775714285,20.6
Metazoa_SRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024968323879368,543.2168128571426,0.1491548693142858,0.03148392765549046,0.06375700930000001,39.0
Metazoa_SRP,0.0,0.0,0.108728,0.0257088,1.29184,0.491335,0.114904,0.0,0.505334,0.181368,0.0024968323879368,1073.3359215714288,0.18860376508571428,0.11267818641566883,0.06701620617142856,28.17142857142857
Metazoa_SRP,0.007142859814285715,0.0,0.0,0.0,0.106008,0.0,0.0,0.0,0.241327,0.0,0.0024968323879368,405.29721514285717,0.19177976752857145,0.11550239623349712,0.0686160237,13.17142857142857
Metazoa_SRP,0.0,0.0,0.0386114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024968323879368,543.2548474285712,0.13686843185714292,0.040339088544758206,0.06227710918571429,41.97142857142857
Metazoa_SRP,0.0,0.0,0.0,0.0,3.14036,0.0,0.0,0.0,0.0,0.0,0.0024968323879368,563.045993857143,0.16964576535714293,0.3180609986142858,0.06468694294285712,48.628571428571426
Metazoa_SRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024968323879368,543.2168128571426,0.1491548693142858,0.03148392765549046,0.06375700930000001,39.0
Metazoa_SRP,0.0214297419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.187852,0.0,0.0024968323879368,180.85838171428563,0.20703527898571433,0.13054195006889718,0.060443091000000025,13.871428571428572
Metazoa_SRP,0.0,0.0,0.0662427,0.0,1.29056,0.0,0.137723,0.175285,0.533122,0.0,0.0024968323879368,900.150902142857,0.16646722932857155,0.10866572287463219,0.06307505615714283,35.27142857142857
Metazoa_SRP,0.007151271757142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143543,0.0,0.0024968323879368,230.9383814285713,0.21515809455714296,0.12209776628076381,0.06598901604285715,15.042857142857143
Metazoa_SRP,0.021433928771428568,0.255986,0.63091,0.219248,0.359846,0.798951,0.396952,0.223913,0.875596,0.701401,0.0024968323879368,587.6482655714285,0.1691728311000001,0.1302300433902226,0.05751998792142858,27.771428571428572
Metazoa_SRP,0.0,0.0826337,0.237958,0.155073,1.85647,0.0,0.104721,2.06719,0.320135,0.319733,0.0024968323879368,669.6752142857143,0.1723143359857143,0.11736357995042829,0.06029820925714284,64.14285714285714
Metazoa_SRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024968323879368,543.2168128571426,0.1491548693142858,0.03148392765549046,0.06375700930000001,39.0
Metazoa_SRP,0.0,0.0,0.179604,0.0743505,0.367643,0.712684,0.119789,0.0,0.545096,0.334749,0.0024968323879368,432.95069185714283,0.2032365528142857,0.17186519821068552,0.06266905814285716,16.928571428571427
Metazoa_SRP,0.0,0.0,0.0424389,0.0,0.119892,0.188241,0.0,0.0,0.0,0.0949344,0.0024968323879368,1238.515930857143,0.16163185342857148,0.05526733331443758,0.06422700258571427,46.22857142857143
Metazoa_SRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024968323879368,543.2168128571426,0.1491548693142858,0.03148392765549046,0.06375700930000001,39.0
Metazoa_SRP,0.0,0.279154,0.481659,0.156519,1.35874,1.67339,0.174369,0.125444,0.976998,0.524257,0.0024968323879368,652.6496355714287,0.155652355,0.027642847541500967,0.05611488478571428,30.757142857142856
Metazoa_SRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13107,0.0,0.0024968323879368,398.333770142857,0.14304970324285715,0.047547489412511204,0.0645266740142857,39.75714285714286
Metazoa_SRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024968323879368,543.2168128571426,0.1491548693142858,0.03148392765549046,0.06375700930000001,39.0
Metazoa_SRP,0.0,0.341297,0.43227,0.264882,0.235372,0.0,0.287986,0.112253,0.772897,0.26676,0.0024968323879368,855.4390118571428,0.16319306079999998,0.08357693030310571,0.06315531788571428,24.6
Metazoa_SRP,0.05000654278571428,0.0,0.0,0.0,0.421498,0.122554,0.104369,0.415248,0.566427,0.229646,0.0024968323879368,576.746397142857,0.2340092362285716,0.2038772868703842,0.06560400832857145,6.114285714285714
Metazoa_SRP,0.0,0.0,0.160789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024968323879368,366.28228114285713,0.19401898110000013,0.21476407811461676,0.06628714238571426,26.271428571428572
Metazoa_SRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024968323879368,543.2168128571426,0.1491548693142858,0.03148392765549046,0.06375700930000001,39.0
Metazoa_SRP,0.0,0.086232,0.281717,0.0733951,0.350372,0.0,0.276846,0.0,0.704126,0.172581,0.0024968323879368,604.3593008571429,0.15407449955714292,0.059139863722817876,0.06035082581428571,28.0
Metazoa_SRP,0.0,0.0,0.0905165,0.0,0.101398,0.0,0.0,0.0,0.0974611,0.0,0.0024968323879368,728.0841007142858,0.16930960090000002,0.09012758655016821,0.06500856210000001,15.142857142857142
Metazoa_SRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169473,0.0,0.0024968323879368,239.9511372857142,0.19178524604285718,0.11619504608988283,0.06775112557142858,13.785714285714286
Metazoa_SRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024968323879368,543.2168128571426,0.1491548693142858,0.03148392765549046,0.06375700930000001,39.0
Metazoa_SRP,0.0,0.0,0.493334,0.0,0.0,0.0,0.0,0.0,2.34106,0.0,0.0024968323879368,756.7642601428571,0.1568416138714286,0.06786505764843577,0.06176125012857144,33.31428571428572
Metazoa_SRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142565,0.0,0.0024968323879368,281.73286371428577,0.2133220403000001,0.12161497831520615,0.06601181322857144,20.214285714285715
Metazoa_SRP,0.0,0.0678262,0.161687,0.11239,0.284011,0.216622,0.391394,0.0,0.576554,0.428263,0.0024968323879368,742.143830142857,0.16287464964285714,0.05859351601046295,0.05880630314285716,30.042857142857144
Metazoa_SRP,0.014340613285714282,0.109137,0.396792,0.0,0.186987,0.0,0.119033,0.704416,0.184287,0.146148,0.0024968323879368,780.6940077142857,0.1461459857142857,0.09641439739595437,0.061331181400000025,47.42857142857143
Metazoa_SRP,0.0,0.0728057,0.0491609,0.145938,0.647796,0.80905,0.130592,0.0,0.520637,0.384848,0.0024968323879368,750.693874857143,0.16323300034285715,0.03245015414831183,0.06056628722857146,31.514285714285716
Metazoa_SRP,0.014288873271428573,0.0846256,0.433353,0.0819496,0.247908,0.108591,0.179248,0.0,0.336891,0.23561,0.0024968323879368,429.24304842857134,0.16422567595714288,0.04610960873169903,0.06004181435714288,24.685714285714287
Metazoa_SRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157104,0.0,0.0024968323879368,172.4929314285713,0.2180830886285715,0.13776433390219234,0.06738985652857143,11.757142857142858
Metazoa_SRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44074,0.0,0.0024968323879368,555.9739681428571,0.13884920170000006,0.09133324779672591,0.05597788587142861,56.94285714285714
Metazoa_SRP,0.0,0.0,0.0545004,0.0,0.0,0.0,0.0,0.0,0.111655,0.0,0.0024968323879368,519.075991857143,0.1638523571857144,0.1145726232852183,0.06101345267142857,28.32857142857143
Metazoa_SRP,0.007144031985714287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.180981,0.0,0.0024968323879368,5268.80552457143,0.2175217440142858,0.12821019252604005,0.06672635321428572,12.028571428571428
Metazoa_SRP,0.0,0.0,0.0,0.0,0.0,0.0,0.624452,0.0,0.0,0.0,0.0024968323879368,459.4379891428571,0.24765955644285725,0.2520670758214286,0.06571658724285714,34.628571428571426
Metazoa_SRP,0.0,0.0,0.0400468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024968323879368,415.73902300000015,0.18896696842857152,0.23451225849070115,0.06916615314285712,30.457142857142856
Metazoa_SRP,0.0,0.0,0.0564016,0.0964764,0.0,0.121265,0.0,0.0,0.246357,0.171625,0.0024968323879368,760.2114455714288,0.16981132868571436,0.049076242111999145,0.06511608274285711,38.114285714285714
Metazoa_SRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.774725,0.127359,0.0,0.0024968323879368,1338.2220022857146,0.2094025211714286,0.07427503901408238,0.0879468011428571,34.44285714285714
Metazoa_SRP,0.0,0.0,0.0,0.0910991,0.0,0.0,0.0,0.0,0.0989282,0.0,0.0024968323879368,651.7451950000001,0.14084948952857143,0.024550980249672647,0.05819730847142859,42.857142857142854
Metazoa_SRP,0.0,0.0,0.0924561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024968323879368,998.1054167142855,0.14697876902857146,0.07565296989932449,0.06857520728571426,50.042857142857144
Metazoa_SRP,0.0,0.126221,0.201119,0.142219,0.0,0.235821,0.0,0.0,0.152769,0.318194,0.0024968323879368,474.08619957142855,0.1838046414142858,0.14456820195434117,0.06463174604285714,30.12857142857143
Metazoa_SRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.163338,0.0024968323879368,1263.1410007142856,0.15983893337142863,0.10057694642942684,0.06692822014285717,48.614285714285714
Metazoa_SRP,0.0,1.22939,0.522358,0.0,0.0,0.0,0.0,0.0,3.7097,0.170134,0.0024968323879368,742.1840638571429,0.2716450003,0.1327756257330008,0.07067108227142858,23.742857142857144
Metazoa_SRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.179389,0.0024968323879368,1318.2793518571432,0.16227147512857149,0.09631738149377071,0.06616706100000003,49.285714285714285
Metazoa_SRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.191317,0.0,0.0024968323879368,383.1895752857143,0.18839981737142864,0.10782410101894756,0.06438252910000002,15.471428571428572
Metazoa_SRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286615,0.0,0.0024968323879368,437.6586194285714,0.19676835531428583,0.10073776036389714,0.06767913911428572,12.185714285714285
Metazoa_SRP,0.0,0.0,0.0,0.0,0.0978393,0.0,0.0,0.0,0.0,0.0,0.0024968323879368,748.5069448571427,0.15469504634285716,0.048765987203827556,0.060764136428571446,39.84285714285714
Metazoa_SRP,0.007142880428571428,0.0,0.0,0.0,0.0862323,0.0,0.0844306,0.0,0.0,0.0915182,0.0024968323879368,419.6749247142857,0.1478519901571428,0.27536511302255234,0.06548271372380957,65.08571428571429
Metazoa_SRP,0.0,0.451167,0.487549,0.106031,2.40342,0.311297,0.417821,1.40707,0.147844,0.350144,0.0024968323879368,560.3891321428571,0.1866994962285715,0.14314388430453331,0.062434233085714275,28.685714285714287
N4BP2L2IT2,0.2294698629714286,11.91723814285714,18.387041428571422,10.179824428571433,19.6020012,22.970797285714287,11.339458428571428,9.630575271428572,31.699241857142866,22.92492857142858,0.0149772773004297,1185.1369231428564,0.42852178074285713,0.18682922498889049,0.08137029432857142,102.92857142857143
NAALADL2AS1,0.050011822942857144,15.61609514285714,21.03773657142857,11.566191142857141,18.353085371428577,29.755084285714286,11.357566714285714,12.611136371428564,47.84945857142857,28.605214285714286,0.0319346185303459,1930.6665260285718,0.3286844585428571,0.5086674420428575,0.07812940461428573,220.11428571428573
NAALADL2AS2,0.09835421814285715,11.96935871428572,18.362727,10.300272999999999,20.004422274285712,24.608914571428567,11.182243428571425,8.919317857142856,37.494854714285715,23.914177142857145,-0.0033331216976832,1269.383349285714,0.32608056564285715,0.2435319078172674,0.07138347792346937,51.214285714285715
NAALADL2AS3,0.12176704182857144,12.290708142857143,20.05903714285715,10.086420428571428,21.056626617142864,27.178169999999994,11.17320528571429,10.552682,43.24099485714286,23.663171000000006,-0.008286795730238,978.3350743061225,0.46007386791428584,0.29337957419283933,0.08292474519761901,121.02857142857142
NABP1OT1,0.15707765272857138,11.66890385714286,18.321661428571428,9.784816857142854,19.20380455999999,23.31427585714285,11.159054285714289,9.200781428571426,36.49636285714286,24.274042857142856,-0.0072134557612296,1058.521583857142,0.42150013721428575,0.2203848615088319,0.08110219253809524,51.48571428571429
NACA3P,0.0,0.404715,0.788563,0.361727,2.45188,1.20914,0.343941,0.502945,0.603396,0.921234,-0.0028630947469499,389.0627052857141,0.1583646065,0.06965994430353878,0.06045761084285714,14.67142857142857
NACA4P,0.0,14.620165571428576,22.7601987142857,11.110321285714285,22.543796,28.61626428571428,14.419368285714288,14.293464428571426,46.63270428571429,33.18033142857142,-0.0244408080829191,721.9518501428572,0.2039512281142857,0.1622180303779235,0.07060787378571427,34.24285714285714
NACAP10,0.0,19.205470571428567,23.18136171428571,12.243704285714289,20.244901714285717,28.373407142857143,15.143846571428568,21.88501557142857,51.566871142857146,33.04782142857142,0.0408155944997751,979.1116718571429,0.2603661513999999,0.12120650692671671,0.06204086184285715,47.114285714285714
NACAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003079737526923,394.82638857142865,0.20417576388571448,0.3866046080668668,0.06365231417142858,15.542857142857143
NACAP5,0.0,0.0,0.033876,0.0,0.0,0.0,0.0,0.0,0.0456198,0.0,-0.0215352273812329,769.8320701428572,0.16847595357142855,0.18753440360648108,0.07310735734285709,65.0
NACAP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192801,0.0,-0.0129353014484955,225.61315242857142,0.2596841913571429,0.1610196405643879,0.0696571045,17.814285714285713
NACAP7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0064568003433712,848.4488722857142,0.20567861217142874,0.3888586091383394,0.06880568545714287,6.0
NACAP8,0.0,19.981439857142853,23.07732,12.446377142857147,20.857790571428566,27.601247142857144,13.647036285714282,16.824523942857144,50.833059428571424,29.39045571428571,0.0439307573059412,928.4308042857144,0.25842807482857144,0.3705878374947867,0.06021966494285714,43.714285714285715
NAIPP4,0.15707765272857138,11.66890385714286,18.321661428571428,9.784816857142854,19.20380455999999,23.31427585714285,11.159054285714289,9.200781428571426,36.49636285714286,24.274042857142856,-0.0072129508986615,1058.521583857142,0.42150013721428575,0.2203848615088319,0.08110219253809524,51.48571428571429
NALCNAS1,0.028586190528571427,16.26271442857143,20.14282857142857,10.73667042857143,19.30143651428571,23.910457000000008,12.908544714285714,8.08654224285714,40.859794285714294,25.048647142857153,0.0096915561266122,1323.2399268571428,0.26446324954285716,0.17025556079714282,0.06813336870000002,86.95714285714286
NALF1,0.20633893727142855,12.737806142857142,17.83392857142856,9.993056428571427,19.27113228571429,20.93559842857142,11.43532471428571,8.71238512857143,31.645469285714302,24.325035714285722,0.0130346624873215,868.8222734999999,0.3189662654142858,0.1532516107541663,0.07530331689999999,116.11428571428571
NALF1IT1,0.307475317857143,11.445338428571427,18.019342857142856,10.241754714285717,18.386440502857145,23.57330128571428,11.926701285714286,10.32281877142857,36.38990971428572,23.749507571428584,0.0030752665169279,518.1734187142858,0.4004769125,0.13612296358870005,0.08067509458095236,77.01428571428572
NALT1,0.0,0.651513,3.74107,0.322388,2.91358,1.18144,1.91264,1.05207,1.76695,0.926953,-0.0041385572498774,433.8972809999999,0.15971611504285713,0.04129216614869588,0.06224332951428573,19.87142857142857
NAMA,0.007142921385714286,0.153603,0.131185,0.0380424,0.0404038,0.0485973,0.0159054,0.0,2.62536,0.111394,-0.0343347489403448,1171.2180165714283,0.16835763147142851,0.07759248919618002,0.06647659702857144,31.714285714285715
NAMPTP1,0.0,0.1448,0.666686,0.471754,3.00848,1.11174,1.4468,14.323,0.341551,0.855376,0.017496047616751,564.0769631428572,0.1867673304142858,0.17359704285965175,0.06480213244285715,67.94285714285714
NAMPTP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0550846831535558,648.7629705714286,0.2268289504285716,0.42660404912269384,0.07024974181904763,20.271428571428572
NAMPTP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.253076,0.0,0.0072238450893195,486.6865994285714,0.13425693172857148,0.03635726783177552,0.06192874727142855,35.24285714285714
NANOGNB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.416442,0.0,0.0215364175305247,94.80364,0.1420456292142857,0.05092970951871428,0.052540639,25.614285714285714
NANOGNBP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.427124,0.0,-0.0217468805163488,263.1787285714285,0.21422407170000013,0.1413681115400286,0.0672982237142857,26.428571428571427
NANOGP1,0.0,0.0,0.0143225,0.0,0.0,0.0,0.0,0.0,1.25099,0.351465,-0.0057339074881305,1071.5518462857144,0.17122926981428582,0.06547280619482897,0.06702868195714287,32.0
NANOGP11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0299325102255876,173.25059871428567,0.3301068808714289,0.2841625574142858,0.057301752485714286,15.82857142857143
NANOGP5,0.0,0.0,0.0245669,0.0,0.0,0.0,0.0,0.0,0.064603,0.0,-0.0031685177051038,2376.590857571428,0.28388831482857146,0.1384038103045867,0.07832645937142854,1.0
NANOGP7,0.0,0.0,0.106633,0.0,0.0,0.0,0.0,0.0,0.146405,0.0,-0.0041003951417733,223.74441971428564,0.23515196480000006,0.17725829310561614,0.06852588835714284,23.5
NANOGP8,0.0,0.0619509,0.101276,0.0228259,0.0,0.0634497,0.0315327,0.0,0.741863,0.0906429,0.0192240285676652,1052.3284304285717,0.15689579157142858,0.02743780933596594,0.05262641,45.285714285714285
NAP1L1P1,0.0,0.306167,0.152091,0.132349,0.72675,0.498281,0.063937,0.0687163,1.10024,0.280114,0.0122644732574416,406.730088857143,0.1721028867571428,0.13358584919185654,0.05956389475714288,3.0
NAP1L1P3,0.0,0.0662957,0.0678605,0.0529992,0.373689,0.223828,0.0,0.0,0.153655,0.129194,0.0125721547921564,775.7100911428573,0.17171916087142858,0.05177335766350818,0.06244747954285715,24.914285714285715
NAP1L4P1,0.0,0.0887098,0.537884,0.440365,10.4678,0.4248,0.221664,0.403957,0.691909,0.241805,-0.017967972181842,690.3278691428573,0.18085283634285718,0.1072465326790153,0.06839355802857144,13.542857142857143
NAP1L4P3,0.0,0.0383032,0.00939196,0.0244317,0.310924,0.166678,0.0,0.0245305,0.091428,0.0895499,0.0219709886740385,2157.4418419999997,0.1943092808000001,0.10081010595562764,0.06383599378571428,60.52857142857143
NAPAAS1,0.042863467485714284,13.25905042857143,18.332215571428577,10.650094857142856,22.614807200000016,28.231567142857145,11.389157142857146,10.099412857142857,39.876431999999994,25.262422857142866,-0.0248113676890373,1105.4922954285717,0.4441227406,0.2660454439857178,0.0830607954514286,69.72857142857143
