Gene,label,HIPred_haploinsufficiency,Effect_DBP_Median,Effect_PP_Median,Effect_SBP_Median,ExomiserScore_DecreasedBP_MultiHPOTerms,ExomiserScore_IncreasedBP_MultiHPOTerms,SDI_essentiality,SDI_Drug_Probability,humancellsensitivity,humancellspecificity,mousecellsensitivity,mousecellspecificity,panglao_ubiquitousness_index,gene_damage_index_score,GDI_Phred,huge_htn_bioindex,pLI_exac,RVIS_genic_intolerance,AdiposeSubcutaneous_GTExTPM,AdiposeVisceralOmentum_GTExTPM,AdrenalGland_GTExTPM,ArteryAorta_GTExTPM,ArteryCoronary_GTExTPM,ArteryTibial_GTExTPM,Bladder_GTExTPM,BrainAmygdala_GTExTPM,BrainAnteriorcingulatecortexBA24_GTExTPM,BrainCaudatebasalganglia_GTExTPM,BrainCerebellarHemisphere_GTExTPM,BrainCerebellum_GTExTPM,BrainCortex_GTExTPM,BrainFrontalCortexBA9_GTExTPM,BrainHippocampus_GTExTPM,BrainHypothalamus_GTExTPM,BrainNucleusaccumbensbasalganglia_GTExTPM,BrainPutamenbasalganglia_GTExTPM,BrainSpinalcordcervicalc1_GTExTPM,BrainSubstantianigra_GTExTPM,BreastMammaryTissue_GTExTPM,CellsCulturedfibroblasts_GTExTPM,CellsEBVtransformedlymphocytes_GTExTPM,CervixEctocervix_GTExTPM,CervixEndocervix_GTExTPM,ColonSigmoid_GTExTPM,ColonTransverse_GTExTPM,EsophagusGastroesophagealJunction_GTExTPM,EsophagusMucosa_GTExTPM,EsophagusMuscularis_GTExTPM,FallopianTube_GTExTPM,HeartAtrialAppendage_GTExTPM,HeartLeftVentricle_GTExTPM,KidneyCortex_GTExTPM,KidneyMedulla_GTExTPM,Liver_GTExTPM,Lung_GTExTPM,MinorSalivaryGland_GTExTPM,MuscleSkeletal_GTExTPM,NerveTibial_GTExTPM,Ovary_GTExTPM,Pancreas_GTExTPM,Pituitary_GTExTPM,Prostate_GTExTPM,SkinNotSunExposedSuprapubic_GTExTPM,SkinSunExposedLowerleg_GTExTPM,SmallIntestineTerminalIleum_GTExTPM,Spleen_GTExTPM,Stomach_GTExTPM,Testis_GTExTPM,Thyroid_GTExTPM,Uterus_GTExTPM,Vagina_GTExTPM,WholeBlood_GTExTPM
CYP1A2,most likely,0.111908376,0.03345,0.0001499999999999,-0.0020499999999999,0.516689187,0.504514008,2.89366853,0.079824636,0.027027,0.0,0.35,0.000128659,0.001,141.56503,2.59593,3.0,3.29e-10,-0.6,0.0201136,0.0537581,0.0128524,0.0145153,0.0267522,0.0,0.0,0.0,0.0,0.0,0.0111252,0.0150543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0165423,0.0,0.0593256,0.0174201,0.0076516,0.0,0.0,0.0,0.0152555,0.0,0.03956,0.0,0.0,0.029755,0.0669868,71.5396,0.189513,0.0102511,0.0,0.0102913,0.0164478,0.0,0.0143068,0.0171579,0.0958014,0.163965,0.0,0.0153888,0.0,0.105563,2.9889,0.0,0.0,0.0197973
CYP2C19,most likely,0.111908376,0.04485,0.0107,0.01215,0.516324725,0.503861536,3.866916,0.090642318,0.0,0.0,0.0,0.0,0.0,378.83872,4.10454,4.352730655,2.54e-10,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0321396,0.0,0.0227764,0.0570563,0.0230822,0.0247673,0.0,0.0118295,0.0,0.0,0.0251461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.328753,0.0,3.73312,0.0,0.0,0.0,0.0,0.0226458,0.00383093,13.2527,0.057295,0.0651891,0.0,0.0,0.0,0.0206248,0.0,0.0,0.715937,0.486491,4.92558,0.0,2.2179,0.0750059,0.0,0.0,1.20217,0.0
DSP,most likely,0.747131348,-0.00645,0.0269,0.015,0.509119108,0.500020384,12.88289324,0.281691357,,,,,,4755.60752,13.95902,,0.999901543,-2.23,3.59687,7.62382,16.141,1.38994,3.12093,4.61089,3.92949,1.2795,0.599888,0.909328,0.659585,0.972988,1.16534,0.791058,1.12252,0.836765,1.09681,0.860107,1.57016,1.02192,29.9802,9.61245,0.295742,5.14708,4.70859,2.85678,32.1644,2.63031,647.419,2.44316,9.40431,47.0164,52.8373,14.038,17.8792,21.3464,9.07813,87.6854,0.464807,3.89416,3.25121,44.8897,14.7673,34.224,1155.32,1294.44,29.8524,4.59204,35.5722,3.21316,56.6186,3.59491,416.95,0.289415
DUSP1,most likely,0.848568261,,,,1.0,0.63928196,1.86907763,0.068746567,0.5,0.442525,0.868421,0.249566,0.281,218.27707,3.19307,1.091162782,0.020500202,,1243.2,1446.69,246.629,1984.27,1165.1,1804.53,780.19,56.2714,53.09,69.8608,88.2193,105.478,83.4637,65.0146,73.0582,86.9647,51.9881,61.5061,185.416,85.5637,998.758,276.693,8.24415,700.002,415.454,417.544,266.072,598.364,426.886,479.67,922.405,314.747,122.691,249.783,334.694,422.046,1325.71,429.555,168.692,1093.79,914.725,89.0208,564.847,825.28,1463.66,1134.53,194.546,467.519,249.786,135.061,836.234,520.708,1052.6,884.653
EDN1,most likely,0.449802697,0.00185,-0.0188,-0.0143,0.803556825,0.577262555,6.87802251,0.138037323,0.0,0.0379073,0.0,0.0048793,0.01,747.20557,5.42362,1.0,0.081020067,-0.21,64.4625,21.4308,2.28856,9.30044,20.1274,18.4456,8.16392,7.06498,6.65735,9.19616,5.84469,6.20693,7.78189,7.42269,7.34181,5.7765,6.28418,10.0621,7.52479,8.39674,37.2885,2.44735,10.8395,10.4796,15.312,12.8284,13.9468,15.6197,5.74405,16.6301,17.5142,5.8782,3.40171,7.74968,8.77697,1.52907,50.6998,16.8669,4.51796,41.1351,3.66693,4.35487,2.08775,9.47247,18.681,18.2724,13.8654,16.4839,12.4236,7.74557,5.57772,13.3258,10.0732,0.580975
EDNRA,most likely,0.800036311,0.01885,0.0187,0.0266,0.0,0.0,1.74820254,0.068017424,0.0,0.0100503,0.0909091,0.0147939,0.013,6.56136,0.24247,,0.986016088,-0.38,19.251,11.8268,3.43355,16.6484,34.5831,38.318,23.9744,1.21917,1.38223,1.63123,0.694641,0.783454,1.38668,1.4894,1.38417,1.7424,0.956264,1.65496,1.62523,2.29273,14.428,5.60748,0.108652,89.6767,82.2139,4.90931,2.71072,8.58446,4.47396,4.58462,43.6706,19.5755,6.15045,2.69036,6.51635,1.03118,31.115,9.72749,1.94008,18.8777,50.3984,0.637837,4.52835,30.3687,6.60128,7.56075,2.94414,8.08348,3.91945,6.46399,14.7425,55.6348,43.4426,0.0173223
GJA1,most likely,0.833060265,-0.00435,0.0166499999999999,0.01935,0.587983487,0.500748396,24.59899632,0.718324976,1.0,0.0632832,1.0,0.107154,0.1,29.87324,0.95342,1.0,0.21554685,-0.27,87.5079,196.106,439.809,387.85,100.613,74.6761,120.858,227.139,227.424,226.864,55.4719,84.0072,173.711,188.073,107.427,120.733,210.888,157.685,67.0512,152.944,86.4847,199.746,0.356516,355.033,368.879,25.832,20.747,171.662,105.928,244.369,53.373,48.5423,69.2371,18.714,16.6665,2.1737,101.1,41.3305,6.87475,66.675,63.3088,5.89061,39.9564,102.361,485.124,408.141,32.0795,3.46189,21.2313,35.6586,202.412,98.3878,322.395,0.305834
GUCY1A3,most likely,0.593201816,,,,,,,,,,,,,199.89032,3.05449,,1.41e-06,-1.0,10.5418,9.81905,1.88244,23.7071,28.9841,24.0408,3.37131,3.23413,4.10561,4.29118,1.47348,1.82873,4.39185,5.27939,2.37737,3.90819,6.74382,4.01855,3.20593,1.90932,12.2563,0.195905,2.24228,8.18911,9.43802,39.6925,13.6523,19.9204,1.96973,15.6343,8.40534,8.44484,7.30693,3.63738,10.2218,1.48713,14.7939,6.88495,1.81992,6.47752,2.68264,2.95173,5.61009,19.7202,2.22747,2.99803,6.78352,4.96334,3.04867,0.803821,9.02489,12.6982,7.3073,0.210217
GUCY1B3,most likely,0.636561334,,,,,,,,,,,,,41.67691,1.21444,,0.000916634,-0.56,20.9058,18.052,2.20439,24.9909,36.6336,43.2801,8.19901,21.5107,39.074,32.4276,34.7237,25.6246,34.0539,68.9375,17.1523,37.1691,53.4331,23.1284,10.4957,14.3798,15.4631,4.06031,14.9786,26.6013,20.8565,47.5339,16.952,37.7744,3.96264,31.1077,16.8543,8.70258,9.41733,7.05223,11.0472,2.82645,28.641,7.31625,3.77522,17.393,8.08483,3.91917,9.7685,14.336,3.44442,4.88706,11.7575,9.78858,6.95663,2.78732,13.9137,28.3366,14.268,0.683765
HFE,most likely,0.146511853,-0.0015499999999999,0.00205,-0.01575,0.42850262,0.333964363,12.72102078,0.279883438,0.0,0.000328407,0.5,0.0213708,0.017,796.87118,5.56445,20.0,8.5e-07,0.08,5.22468,4.87679,8.81602,6.58194,5.87146,5.01614,5.81896,0.768603,0.716574,0.948483,0.321095,0.521071,0.706755,0.669384,0.669634,0.598945,0.860629,0.725777,1.54238,0.907247,5.40223,15.6539,2.41589,5.85486,6.47573,5.88768,4.28323,4.87901,3.61023,4.51896,5.67733,2.2451,1.07014,2.08369,2.58984,3.24452,4.46479,5.47019,0.614463,6.3345,6.28959,2.20335,1.3168,6.09114,2.65165,2.31033,4.1435,7.80063,3.97119,1.55111,6.37591,6.18254,5.30684,0.806209
HSPA4,most likely,0.852899194,-0.0124,-0.0128,-0.0168,0.505112308,0.501285754,2.97639148,0.082242709,,,,,,307.12317,3.72927,45.0,0.999958226,-0.15,33.0096,34.1588,49.9197,56.6854,44.48,49.4054,45.1756,23.0904,28.9015,25.3662,47.3508,42.4203,36.5949,44.2479,23.5839,34.7198,27.0545,20.7706,35.1592,25.2341,32.8888,105.368,106.24,40.4021,35.5359,41.069,32.3881,42.7096,66.0589,44.6432,46.2009,27.4802,25.8929,20.2703,31.5656,17.3389,39.1768,33.0087,43.8031,39.9679,37.2765,14.3763,50.8541,33.9169,38.7292,40.8602,37.1619,38.8936,29.3873,92.3215,39.429,47.654,42.1614,14.1173
ITGB5,most likely,0.705665529,0.0112,0.00935,0.05155,0.503167886,0.500118865,7.90802953,0.157663429,0.0,0.0152333,0.731818,0.0566656,0.047,1818.89628,7.86718,45.0,0.000480019,-0.28,154.764,111.284,32.6503,424.317,257.134,230.011,60.5325,11.5828,11.98,16.3153,10.0506,14.0493,12.3351,10.9118,11.0801,10.8866,12.6391,15.28,19.8872,17.1621,98.9537,157.887,1.02111,127.763,104.932,69.032,41.5524,76.1369,60.1754,64.873,50.9151,46.2352,27.0476,39.4403,42.6282,28.863,79.2566,58.5598,15.6952,79.1053,34.397,10.3951,31.1453,65.6747,95.1915,124.719,28.7976,49.842,22.5454,19.041,59.6492,105.094,104.727,2.93269
KCNJ11,most likely,0.714407027,-0.0255,-0.0347,-0.0593,0.780916865,0.569181778,14.76606971,0.350368608,0.0,0.0,0.0,0.00109079,0.001,173.55232,2.86874,45.0,0.31472413,0.24,0.949418,1.25947,0.593442,1.26519,1.00706,1.28588,0.813025,3.50589,7.3046,7.60344,36.7946,37.3675,13.994,13.8977,3.74738,4.1838,6.03235,5.61769,2.59443,3.2078,3.98542,0.0179232,0.300937,0.738837,1.0063,0.801596,1.18128,1.167,0.965794,0.835143,0.790484,7.86672,7.41361,1.7699,3.52342,0.604791,2.69084,1.28561,87.0756,3.27597,0.444601,6.12554,10.7255,2.61874,1.5347,1.60058,1.69858,1.61115,12.1922,1.13664,8.5181,1.06759,0.610628,0.0713407
LDLR,most likely,0.485596061,0.0246,-0.0077,0.0066,0.565151788,0.500098515,20.630263,0.571297355,,,,,,654.09994,5.13173,91.11528721,2.59e-16,-1.85,19.3291,38.4827,91.7779,15.2515,19.5913,18.0581,15.4643,3.56167,4.46232,2.20025,11.3699,11.7483,6.7269,6.62504,4.67753,7.52803,1.74603,1.99311,11.3698,3.9461,23.0686,59.4171,31.6294,18.8487,26.0634,14.2475,18.9365,16.8015,58.3518,21.99,49.6503,12.7385,4.51271,8.65821,14.766,22.6645,78.6272,22.6126,1.71902,20.0903,61.4808,8.96178,9.28987,20.1134,35.4192,30.6767,20.5676,13.7219,21.8232,7.04122,13.949,28.6843,42.1526,3.75832
MME,most likely,0.743839204,0.0003,0.006,0.0097,0.512957147,0.510092567,12.90950108,0.285645073,0.0967742,0.0270696,0.383333,0.0153021,0.017,140.44703,2.58504,,2.19e-08,-0.69,24.0061,11.2081,0.206853,0.568211,2.06998,0.556346,2.02668,0.0896445,0.177329,5.8447,0.162201,0.129506,0.209305,0.231173,0.0537097,0.102097,1.4801,4.32828,0.210303,0.0665395,22.2898,640.484,0.0780681,2.21937,1.84247,0.272775,0.285783,2.76151,0.35745,1.07007,1.57504,0.573395,0.675854,37.7336,5.5963,5.8127,20.2825,5.13685,7.75724,42.942,0.582073,0.122499,0.501727,24.7458,1.34342,1.4378,17.72,2.46636,0.424278,0.921413,1.02491,0.988426,7.77812,22.1759
MYO9B,most likely,0.792072892,-0.004,-0.0015,-0.009,0.503278418,0.500073417,7.54165982,0.150436946,,,,,,547.26349,4.75747,45.0,0.999998877,-0.86,42.9337,35.1047,29.945,88.335,62.7471,75.9654,46.0387,13.4555,11.1321,13.0353,41.7135,50.9506,18.39,14.3557,17.7177,17.5667,9.71297,13.0524,56.9294,21.8368,35.2525,46.6172,105.092,64.1449,64.3439,46.1079,33.854,35.9496,24.4118,34.2849,39.4992,15.9081,10.7193,10.2196,13.0271,11.9914,74.7211,24.7579,6.37271,56.9569,27.5759,8.59824,26.0401,46.0111,26.8911,29.4218,45.023,115.293,23.8322,81.3088,33.8677,59.0941,46.2679,65.413
NEDD4L,most likely,0.824708164,-0.0020499999999999,-0.00175,-0.00375,0.802610144,0.630714134,7.68047773,0.153402565,,,,,,42.02222,1.22415,23.33328059,0.999966646,-1.2,3.10252,3.15032,5.59453,1.24089,0.92234,0.501856,9.38027,5.34008,8.95569,11.0811,26.6029,21.6175,12.3075,14.4233,7.19049,5.52555,12.7311,10.2391,2.16517,3.98963,7.60355,1.52243,3.8322,3.014,3.73995,12.5465,13.9843,5.91067,3.6228,6.07496,2.24275,5.9425,4.13338,12.514,12.882,2.45612,24.1075,13.5728,8.13512,5.80764,2.99639,7.40556,16.2123,26.4205,4.73592,5.15108,8.80532,2.429,18.1119,4.1627,9.27558,3.94841,2.53459,1.07456
NPPA,most likely,0.244530007,-0.1397,-0.0774,-0.2212,0.806413662,0.637111928,6.90823393,0.137657028,0.0,0.0,0.0833333,0.000321007,0.0,1308.42229,6.80239,215.2088416,0.016931635,0.86,3.16234,3.22616,1.80967,3.05339,3.87549,3.06324,1.34215,2.71046,4.46617,1.30805,1.90481,2.46287,5.81626,5.01574,2.51846,1.89797,1.35135,0.899414,1.96512,1.47247,3.19861,0.726573,2.29444,1.82339,2.27119,3.68698,2.18633,3.47591,1.53579,3.59492,2.0292,28754.0,35.8109,1.19891,0.552606,1.3644,4.65875,1.96328,2.34266,3.96895,2.82401,1.00593,5.93242,5.27877,3.3183,3.23948,2.9834,3.63131,1.50398,13.3073,3.54827,3.28948,3.66395,1.68926
NPPB,most likely,0.181705475,0.0276,0.0796,0.09235,0.547695886,0.529412659,2.83811816,0.07979089,0.0,0.0018797,0.35,0.00243965,0.003,41.12591,1.20388,3.0,0.00038006,0.53,0.301944,0.469936,0.158882,0.644777,0.726931,0.535076,0.0,0.224174,0.262975,1.95863,0.60935,0.664526,0.364192,0.276804,0.254026,0.598387,8.12829,2.32384,0.389542,0.257143,0.29967,0.0,0.120796,0.085275,0.197042,0.325281,0.150021,0.347079,0.0895663,0.246071,0.14807,1639.56,26.7743,0.113773,0.0,0.114646,0.316623,0.149231,0.226661,0.54307,0.308606,0.137337,0.514502,0.214641,0.327214,0.284321,0.151366,0.120982,0.398435,0.583287,0.326008,0.427589,0.30778,0.0959771
NPR1,most likely,0.711480618,-0.0261,-0.0095,-0.0362,0.96018788,0.65083856,3.98295932,0.092579268,0.181818,0.00188088,0.75,0.0112417,0.009,1510.90255,7.21833,21467.91344,0.000172509,-0.24,80.7686,116.158,14.0193,291.951,85.388,42.5235,25.7261,0.802801,0.722233,0.862964,0.839893,1.65421,0.957405,0.672333,0.788678,1.17805,0.792313,0.890537,1.24281,1.24198,84.5872,0.6951,3.70879,17.4971,23.1411,19.0498,14.7782,42.9313,6.13491,31.9443,90.994,16.8415,7.99649,36.43,36.6139,2.39363,60.0098,6.50295,3.65615,25.9377,63.8083,3.13455,8.67364,8.2628,10.6305,10.2444,13.4246,4.3411,8.41564,3.86741,36.0012,56.3951,17.895,0.128919
NPR3,most likely,0.622939706,,,,1.0,0.616670811,3.99033126,0.092733579,0.0,0.00662461,0.722222,0.00398278,0.005,1772.52944,7.7784,20.0,0.003099263,0.0,10.2873,3.77805,2.84903,15.7061,7.51435,8.97526,1.6811,0.223057,0.325785,0.201664,0.0315037,0.0342971,0.297461,0.396548,0.109658,0.300315,0.130696,0.137265,0.0690056,0.0348744,2.14046,10.5603,0.0465167,4.46394,6.49235,5.6032,2.88683,0.650056,4.44726,0.476082,2.52281,5.50333,3.12747,11.0834,6.39625,1.30813,12.5761,0.602988,1.09376,6.77808,1.85979,0.228635,0.339425,3.39367,3.322,5.58044,0.680121,3.71488,0.642322,0.99814,9.18878,3.29346,3.82366,0.0514983
PDE1A,most likely,0.54646343,-0.0025,0.0016,-0.0057,0.849862238,0.528666177,2.96331746,0.079649573,0.111111,0.0216165,0.235294,0.0177134,0.018,40.97898,1.20066,3.0,0.730656355,-0.73,7.26879,7.66794,2.37502,15.9748,25.4196,19.1102,6.50174,7.51243,10.8531,1.25554,55.9632,35.7362,10.6748,17.9027,8.75582,4.26833,1.40732,1.37317,9.55194,3.06771,3.96494,0.510758,0.0230582,18.5861,15.3899,9.56809,3.59512,6.55824,1.72556,5.22015,11.0839,4.13939,2.14804,7.70252,20.4521,0.721368,2.89018,1.43445,0.903553,14.7356,4.76808,0.549234,1.64713,2.78397,0.885387,1.49963,3.03387,1.38829,2.61292,18.0719,18.915,8.66684,6.65289,0.0185304
PGR,most likely,0.833875239,-0.0001,0.0056,0.00325,0.503390698,0.50195897,2.94475488,0.080393195,0.0,0.00664978,1.0,0.00192988,0.003,1363.72417,6.92862,,0.884782623,,3.02304,1.24048,1.69834,13.6982,9.16764,13.8671,3.05414,0.263372,0.22836,0.368416,0.190787,0.276413,0.355861,0.257196,0.336712,0.731437,0.239246,0.308606,0.606114,0.540043,3.54968,0.0966189,0.00860162,75.8812,111.013,5.11478,1.8001,3.3462,0.366293,4.02383,45.1429,2.41109,1.75748,0.861067,0.681998,0.108455,2.75582,0.982692,0.422668,2.44132,19.0705,0.161084,1.64211,5.60351,0.507249,0.88155,0.836704,1.44911,0.541913,2.14859,1.32249,80.6411,18.3565,0.00555133
PKD2L1,most likely,0.250911236,-0.0046,0.0072,-0.0037,0.549274176,0.500118972,9.90845216,0.200157723,0.0,0.0,0.0,6.41643,0.0,3481.90583,11.35988,1.0,6.57e-17,1.01,0.135572,0.103832,0.0585381,0.0960632,0.118288,0.0479799,0.0532173,0.058825,0.53213,0.11974,0.0423379,0.0416497,2.3955,2.85067,0.271633,0.074896,0.176767,0.0945043,0.150846,0.0631011,0.0901876,0.0,0.029756,0.0320197,0.0349666,0.0226225,0.131996,0.0330822,0.0259421,0.032442,0.0469471,0.00961757,0.0,0.181666,0.0271238,0.191789,1.1434,0.067202,0.0108064,0.103261,0.0761553,0.0380539,0.0874236,0.26497,0.0334626,0.0337304,0.194807,3.02365,0.0303225,4.34285,0.0320859,0.0328359,0.0426437,0.0686577
PLCD3,most likely,0.275690168,-0.03205,-0.06,-0.1086,0.50037082,0.500033134,2.87341017,0.07971031,,,,,,81.7627,1.91678,3.0,0.000143297,,19.0271,15.1595,40.4021,55.4561,29.7386,29.7899,38.2365,20.2114,21.0335,22.1272,19.2293,26.5598,22.5965,19.4284,18.0353,20.8771,11.8409,19.5016,30.7186,35.3559,17.3433,16.6327,0.579364,18.312,22.2463,24.3097,33.2663,30.029,15.3327,25.5579,17.8625,16.4122,18.0637,6.11369,8.79362,0.628377,12.4142,12.3202,32.446,37.7879,30.3829,1.47227,9.05755,18.4617,19.0496,27.8769,7.56112,2.47955,17.6036,19.3525,8.6245,22.3355,17.7538,0.814911
RAD52,most likely,0.566305161,-0.0031,-0.0108,-0.0151,0.504056183,0.500016283,3.86565544,0.091143307,,,,,,186.7787,2.96787,,2.38e-07,0.51,9.34332,8.62742,6.55567,13.5769,11.7976,11.0817,14.2361,3.55376,4.26071,5.11428,17.6866,20.7056,7.91496,6.11725,4.36915,5.16212,5.43373,4.03628,6.44561,4.52918,9.77622,9.46846,8.02587,17.8996,19.1411,13.177,10.7781,12.3214,6.25039,11.1672,16.1393,5.0117,3.19182,5.2578,9.06297,4.63894,10.021,6.94983,6.35615,21.0001,22.3735,4.30334,13.0243,15.2129,8.12947,7.27843,8.78816,10.7106,6.30301,10.289,19.1957,19.6211,13.6954,1.60273
SHBG,most likely,0.123297259,-0.0195,0.0457,0.0164,0.542211421,0.500503691,1.97755717,0.071737066,0.0,0.00281955,0.0,0.0,0.001,235.27173,3.31425,3.0,0.000188842,0.13,0.632212,0.673039,1.3208,0.175521,0.272698,0.205064,0.358177,0.675332,0.797252,0.867045,0.398978,0.470987,0.8428,0.803885,0.667322,0.55988,1.12561,0.731599,0.522775,0.647346,0.469224,0.422531,0.112384,0.692279,0.774295,0.346205,0.223691,0.357823,0.197232,0.366681,0.919316,0.30356,0.192648,1.29136,1.03242,11.5862,0.402836,0.23137,0.336238,0.638542,1.00129,0.192661,0.969161,0.680452,0.168883,0.195815,0.93007,0.425054,0.281626,12.3003,1.09658,0.733059,0.389737,0.0345498
SLC12A2,most likely,0.638582647,-0.0022,-0.0258,-0.01815,0.886001366,0.544764546,5.83357103,0.119126632,0.0666667,0.0501253,0.0,0.0,0.074,115.75595,2.34001,2.490711774,0.999438622,-1.31,10.8482,8.22062,14.8726,5.81918,5.93338,8.0045,7.62433,9.10162,6.63701,10.0073,20.3203,19.8766,9.3786,10.7404,13.4527,10.767,6.79164,11.8702,38.1753,19.7988,12.8381,10.6474,14.8188,11.0623,9.04646,17.0308,23.0653,25.7837,4.41262,27.5517,7.63253,3.42877,3.91261,2.79033,3.42694,1.67254,10.0975,43.7703,6.0034,27.3463,11.9241,3.62358,10.7423,17.7952,27.3151,46.6233,28.0857,4.57143,25.8165,15.6647,11.0681,10.9364,7.07009,0.483363
SLC14A2,most likely,0.177065939,-0.00115,-0.007,-0.01205,0.500875669,0.500517653,3.79511105,0.090605471,0.0,0.0,0.0,0.0,0.005,6537.42463,17.02493,,8.43e-14,0.28,0.503245,0.358272,1.39574,0.209286,0.263448,0.338839,0.051335,0.0136593,0.0400254,0.0654163,0.0222018,0.0238911,0.0478029,0.0579508,0.0220055,0.0278267,0.0555304,0.0710127,0.00802375,0.00789821,0.223352,0.0428142,0.113287,0.0715198,0.0428407,0.0289536,0.033053,0.0715199,0.02912,0.0753762,0.0727311,0.0786886,0.0178205,0.224221,1.66793,0.0190877,0.196099,0.0755362,0.0475561,0.167647,0.0330687,0.0142143,0.0972405,0.169305,0.0540297,0.0999483,0.12052,0.131058,0.0352674,0.875173,0.236415,0.0418731,0.0480093,0.0411743
SLC2A4,most likely,0.637993336,0.0407,0.103,0.1647,0.815279047,0.648131521,17.64906737,0.443624156,0.0,0.00252366,0.0,0.0,0.001,1219.29265,6.60287,12.63426695,0.135386793,-0.18,17.5638,18.4142,5.12207,1.71304,7.43732,11.3309,45.2276,1.8697,1.42316,1.99437,0.41145,0.64048,1.64528,1.14928,1.0454,0.666102,1.46207,1.96851,0.588399,1.93054,11.62,0.16155,0.187633,16.308,11.3937,95.4855,24.3045,122.668,6.54885,135.51,21.3428,42.7168,59.0967,1.8524,2.15448,1.46751,3.36644,5.09637,148.579,5.33187,4.3321,0.383898,6.68359,15.2732,4.01605,5.26926,4.20272,0.475975,6.5255,7.21154,8.02505,15.8862,6.57194,0.463607
SLC5A1,most likely,0.684255004,0.0010999999999999,-0.0109,-0.0547,0.500179533,0.500034706,2.93433955,0.081823812,0.0,0.00219711,0.0,0.0,0.011,415.36286,4.26635,,0.008031196,0.33,0.0457978,0.0280329,0.022321,0.0347249,0.0428776,0.0396184,0.0155759,0.0615959,0.0956196,0.0292404,0.0618549,0.0804698,0.100399,0.0962955,0.043281,0.0749355,0.037888,0.0199596,0.0279019,0.0276035,0.863908,0.0219949,0.0276677,0.0525253,0.0825274,0.115831,6.3611,0.0341244,6.02458,0.036973,0.41317,24.0102,45.4234,0.208525,0.449648,1.04292,1.2947,23.0861,0.0397713,0.0717821,0.0408769,0.708332,1.81762,2.7208,22.1725,22.369,97.9083,2.90746,0.555405,6.14332,0.0561338,0.0486238,9.09265,0.0157813
TGFB1,most likely,0.831385493,-0.0153,0.00715,-0.0038,0.689214322,0.505206695,13.82529558,0.318073102,0.347826,0.0451128,0.0,0.0,0.11,472.6638,4.49902,1.0,0.354132528,-0.12,71.9027,66.1736,40.4581,192.604,127.281,113.889,90.7788,9.29795,7.94432,9.10924,4.0366,6.11531,9.2262,6.55825,7.77287,12.968,8.91671,8.11963,19.2623,14.5204,47.1118,131.659,155.283,110.383,125.319,57.055,37.5952,51.6815,59.952,46.5464,58.8729,30.3669,11.4753,32.4722,46.6335,8.99936,133.846,29.0244,5.5196,51.9559,33.9415,8.231,33.8618,60.9902,41.9809,49.7143,57.757,156.104,22.2231,17.7424,45.9335,101.396,87.7446,306.449
VEGFA,most likely,,0.0048,0.00235,-0.01385,0.442313052,0.317236042,7.87963926,0.156523813,0.727273,0.0248976,0.0,0.0,0.021,95.26537,2.10662,45.0,,,108.661,200.876,56.1953,60.8998,51.6617,50.7411,96.0212,16.6194,18.4402,17.3282,30.6238,39.3704,19.3602,19.161,18.4051,17.4102,16.8271,13.0897,16.422,16.9677,119.805,111.255,74.4515,90.2903,94.1532,37.6899,49.9076,45.7238,85.2684,43.8601,103.281,127.229,66.8859,118.082,110.403,143.583,158.588,48.4381,128.949,78.2222,42.3146,45.6289,34.8442,182.111,61.5079,60.6801,64.2268,139.717,70.7217,8.80042,615.368,258.802,115.048,14.7345
