Gene,label,HIPred_haploinsufficiency,Effect_DBP_Median,Effect_PP_Median,Effect_SBP_Median,ExomiserScore_DecreasedBP_MultiHPOTerms,ExomiserScore_IncreasedBP_MultiHPOTerms,SDI_essentiality,SDI_Drug_Probability,humancellsensitivity,humancellspecificity,mousecellsensitivity,mousecellspecificity,panglao_ubiquitousness_index,gene_damage_index_score,GDI_Phred,huge_htn_bioindex,pLI_exac,RVIS_genic_intolerance,AdiposeSubcutaneous_GTExTPM,AdiposeVisceralOmentum_GTExTPM,AdrenalGland_GTExTPM,ArteryAorta_GTExTPM,ArteryCoronary_GTExTPM,ArteryTibial_GTExTPM,Bladder_GTExTPM,BrainAmygdala_GTExTPM,BrainAnteriorcingulatecortexBA24_GTExTPM,BrainCaudatebasalganglia_GTExTPM,BrainCerebellarHemisphere_GTExTPM,BrainCerebellum_GTExTPM,BrainCortex_GTExTPM,BrainFrontalCortexBA9_GTExTPM,BrainHippocampus_GTExTPM,BrainHypothalamus_GTExTPM,BrainNucleusaccumbensbasalganglia_GTExTPM,BrainPutamenbasalganglia_GTExTPM,BrainSpinalcordcervicalc1_GTExTPM,BrainSubstantianigra_GTExTPM,BreastMammaryTissue_GTExTPM,CellsCulturedfibroblasts_GTExTPM,CellsEBVtransformedlymphocytes_GTExTPM,CervixEctocervix_GTExTPM,CervixEndocervix_GTExTPM,ColonSigmoid_GTExTPM,ColonTransverse_GTExTPM,EsophagusGastroesophagealJunction_GTExTPM,EsophagusMucosa_GTExTPM,EsophagusMuscularis_GTExTPM,FallopianTube_GTExTPM,HeartAtrialAppendage_GTExTPM,HeartLeftVentricle_GTExTPM,KidneyCortex_GTExTPM,KidneyMedulla_GTExTPM,Liver_GTExTPM,Lung_GTExTPM,MinorSalivaryGland_GTExTPM,MuscleSkeletal_GTExTPM,NerveTibial_GTExTPM,Ovary_GTExTPM,Pancreas_GTExTPM,Pituitary_GTExTPM,Prostate_GTExTPM,SkinNotSunExposedSuprapubic_GTExTPM,SkinSunExposedLowerleg_GTExTPM,SmallIntestineTerminalIleum_GTExTPM,Spleen_GTExTPM,Stomach_GTExTPM,Testis_GTExTPM,Thyroid_GTExTPM,Uterus_GTExTPM,Vagina_GTExTPM,WholeBlood_GTExTPM
GLP1R,probable,0.645917118,-0.0015,-0.0014,-0.0049,0.503883029,0.502673689,3.81588039,0.09224389,0.0,0.0,0.0,0.000385976,0.0,2392.4607,9.07868,8.234426762,0.064078049,0.13,0.0704807,0.0582258,0.0313778,0.0,0.0601366,0.13976,0.0191914,0.0198607,0.0584738,0.51391,0.0490942,0.05549,0.129315,0.0528545,0.0409235,0.393156,0.277126,0.242459,0.0273427,0.0,0.139608,0.0,0.0,0.0,0.0163047,0.0156974,0.0341916,0.0130011,0.0283038,0.0,0.0206989,1.74789,0.589777,0.0417405,0.063177,0.0,0.32809,0.253785,0.0,0.913391,0.0,4.68018,0.0285094,0.0997605,0.146719,0.218671,0.0724593,0.0329359,0.419721,0.771503,0.325366,0.0246894,0.0180306,0.0180798
CNR1,probable,0.609206319,-0.0014,0.0035,-0.0035,0.0,0.0,5.92909041,0.120962799,0.0,0.00250627,0.140449,0.0813013,0.065,11.91527,0.43204,,0.155072222,-0.96,26.0443,26.0394,5.98209,4.72655,5.38614,23.7202,5.15071,9.36488,18.7881,12.8669,33.8978,29.4012,13.0896,16.8872,10.9244,9.14916,7.45835,11.9745,1.84197,1.43294,18.9925,26.9195,3.85126,5.30645,7.31917,17.507,8.71868,9.30991,2.39134,7.62623,25.2269,0.595907,0.178723,0.292593,0.101085,0.0637954,4.19251,1.71382,1.20089,9.30942,2.72129,0.754341,29.3328,2.81928,2.59186,3.2865,13.8763,2.21527,2.69416,1.74269,6.61656,7.38283,4.29247,0.162268
NDUFA5,probable,0.276369214,0.0059,0.00465,0.0003,0.500378068,0.5000118,1.59096526,0.065270329,,,,,,2.068,0.06691,,0.173963053,-0.19,14.8683,14.2115,28.6432,19.7032,20.4163,24.4049,20.4473,31.3889,41.554,28.4329,41.181,30.7912,33.9876,51.5736,24.9403,33.8863,33.8172,23.1342,22.8076,24.5135,16.5609,15.7018,19.7789,19.6144,20.4759,28.1022,20.5921,29.8921,13.0377,31.5149,21.7731,31.2503,29.4724,18.207,26.9479,11.0885,15.9437,16.412,37.2296,17.4957,20.1743,6.12538,27.7375,21.9474,10.3411,10.3174,15.6456,11.2933,19.1441,18.3455,33.9149,22.9339,16.9619,0.935763
IMPDH1,probable,0.589421332,0.00865,-0.0194,-0.0035,0.504138188,0.50003713,6.65921682,0.134091962,0.0,0.0169173,0.7,0.028801,0.029,74.88549,1.81072,,0.005811859,-0.24,66.8903,79.8965,21.4723,45.2371,46.3244,29.0788,52.461,14.498,19.798,22.1394,26.7175,31.7505,29.9604,28.6681,16.914,18.9492,21.1834,18.2575,10.0116,14.5317,60.7983,82.8179,39.2386,41.3217,48.8112,41.7144,31.948,42.0942,39.5581,42.6195,41.8212,12.4643,12.3986,15.021,19.9308,3.48886,65.8556,45.462,3.47566,63.2326,46.6612,20.1631,51.9898,56.3211,37.1202,42.3493,33.9186,95.5641,57.2366,39.6768,26.8851,39.3973,43.62,172.497
TBXAS1,probable,0.169639766,-0.001,-0.0014,-0.00225,0.510133917,0.512611327,1.99205705,0.070643979,0.0,0.00532581,0.0,0.0,0.013,946.51884,5.9593,3.0,1.37e-08,0.94,6.27282,6.64395,5.05531,5.07707,5.44511,2.75971,3.88509,1.53937,0.931664,1.50845,0.539197,0.407792,0.776375,0.888615,1.41184,2.38991,1.24475,1.19344,5.89567,2.98443,3.48423,1.75664,6.51863,1.76155,3.02173,2.52165,3.94774,2.50223,3.44747,2.64798,4.07424,1.14411,0.659106,2.65377,2.62502,1.19544,21.3891,6.85671,0.348723,5.65276,1.36855,0.731148,2.63582,5.31976,0.842389,0.903517,8.24522,48.4863,3.07126,0.776377,1.79028,2.24626,2.41459,68.2976
PDE1C,probable,0.553302944,-0.001,-0.0002,-0.0015,0.503831161,0.502467046,0.0,0.053038083,0.0,0.00565327,0.333333,0.00746125,0.007,247.32468,3.3921,,0.000270704,0.05,1.6697,2.00623,0.522959,1.04325,1.62628,7.0363,8.4292,5.12459,3.09477,5.1881,2.19055,2.55672,4.92646,4.90078,7.13298,4.1932,5.18805,6.709,13.2735,7.05246,1.86391,0.284714,0.260814,0.741078,0.757278,2.62003,1.40207,5.24741,1.06531,6.02066,12.2403,9.92635,14.4118,2.00127,0.944153,0.0278765,4.3739,0.883155,0.26955,6.91981,3.18192,0.410672,0.820596,1.35883,0.276199,0.356665,1.93916,0.325421,2.30832,3.23729,1.40883,3.46009,0.764058,0.00939467
CYP3A5,probable,0.111908376,0.05495,-0.0284,-0.0482,0.669546701,1.0,2.89366853,0.07993679,,,,,,283.75653,3.60528,,5.21e-11,-0.18,3.05909,2.37358,16.2047,0.547382,0.398443,0.347242,7.0368,0.169963,0.224182,0.130273,0.49592,0.654801,0.321012,0.255074,0.168105,0.189492,0.139958,0.115422,0.289684,0.114896,5.13068,0.738566,0.316664,3.25691,5.97555,2.41949,28.2763,1.85058,33.7218,2.02717,13.2882,0.182619,0.120449,8.15326,2.24725,155.853,17.5528,1.70465,0.221297,2.16253,1.16016,28.3578,1.39172,42.5218,45.7562,42.1775,61.4648,0.419353,45.2894,0.492246,0.624359,3.53606,28.9963,0.087002
CYP3A7,probable,0.111908376,0.062,-0.0115,0.059,0.50472991,0.502162823,1.96359409,0.070358019,0.0540541,0.000627746,0.0,0.0,0.0,37.42706,1.11486,,2.93e-07,-0.31,0.0,0.171623,0.340822,0.088387,0.0,0.0,0.246538,0.0,0.0152463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.60253,0.123074,0.102803,0.0,0.110054,0.265412,0.242125,0.233218,0.0,0.30113,0.232863,0.048335,0.0,0.687882,0.307448,24.5131,1.68354,0.310741,0.0,0.193422,0.243338,0.271893,0.130222,0.447048,0.420084,0.303126,0.361191,0.0,0.119553,0.132517,0.0889649,0.265952,0.173891,0.0
CYP3A4,probable,0.208788425,0.09115,0.0178499999999999,0.0925,0.534941692,0.504640514,4.91156875,0.105231499,0.162162,0.00188324,0.0,0.0,0.0,83.02614,1.93581,1.0,2.82e-07,-0.49,0.163184,0.197581,1.00762,0.114381,0.13363,0.0881651,0.0968186,0.026564,0.0383115,0.0441206,0.265855,0.487716,0.0954432,0.0632827,0.0322591,0.0352256,0.0436466,0.0310943,0.0493357,0.0309096,0.240634,0.0266298,0.362847,0.207738,0.105904,0.19382,0.26633,0.147827,0.30994,0.1491,0.125003,0.071466,0.0459161,0.213872,0.125548,335.297,0.127294,0.221475,0.165326,0.238514,0.222971,2.40974,0.766222,0.139941,1.8962,1.92192,48.2465,0.103014,0.137481,1.03258,0.130997,0.152603,0.221689,0.0501182
CYP3A43,probable,0.111908376,0.04455,-0.0101,0.03315,0.0,0.0,1.96359409,0.070358019,,,,,,2984.14721,10.36776,1.112452486,1.47e-10,0.76,0.102396,0.148167,0.048066,0.110045,0.125715,0.0790964,0.0642287,0.0911179,0.11743,0.130922,0.130831,0.158845,0.192677,0.171611,0.0842725,0.048058,0.134703,0.0924997,0.0917025,0.0777513,0.179372,0.0,0.0229479,0.108544,0.0896273,0.104085,0.0781264,0.09949,0.0275252,0.0917395,0.188048,0.0705756,0.0352821,0.0686738,0.174713,4.28768,0.128062,0.123843,0.11027,0.335016,0.29521,1.47025,0.133113,0.655112,0.0653796,0.063614,0.109064,0.115697,0.0996059,1.76627,0.0938411,0.135331,0.104976,0.0
KCNK9,probable,0.565498233,0.0017,-0.0037,0.001,0.506977302,0.505423383,2.92012308,0.08159563,0.0,0.0,0.0534759,0.00500481,0.004,5.61975,0.21065,,0.126993746,-0.38,0.0287016,0.0268903,0.217494,0.385597,0.0313851,0.0668723,0.0270651,0.782834,2.37814,0.297751,59.7789,62.6373,5.93212,5.50864,0.834745,3.83434,0.206669,0.305788,0.724782,0.48114,0.0281397,0.0,0.0590834,0.0589655,0.0319518,0.367992,0.0723082,0.109935,0.0184298,0.044942,0.0808569,0.0167476,0.00809411,0.032694,0.0934417,0.0,0.0382209,0.0333338,0.0684579,0.0257554,0.0224444,0.0322478,1.21034,0.0365808,0.0261038,0.0405539,0.0677703,0.045873,0.084766,0.177921,0.0334811,0.0627485,0.0275737,0.0
PTK2,probable,0.748882174,0.0436,0.0117,0.0583,0.531629421,0.501845713,12.7710528,0.28606278,0.0,0.0648496,0.0,0.0249743,0.033,55.1779,1.48998,3.0,0.999992958,-1.51,26.263,18.8661,19.5383,28.0808,32.3832,51.6905,19.9295,16.7855,15.6308,18.4754,23.8163,24.3268,20.8791,21.3959,20.4856,16.021,15.8433,17.5831,28.6309,17.6207,22.2539,18.132,4.27313,25.8504,23.9187,20.2985,14.5096,18.2372,10.5648,18.1156,21.0326,7.84089,6.46435,9.41598,16.1167,4.4045,22.4448,18.3433,9.39048,31.0522,20.5402,6.31721,12.96,19.4487,13.4309,14.8189,13.7025,9.57535,13.7563,25.5739,23.6087,26.1889,18.0295,0.467931
C5,probable,0.419828743,0.0102,-0.0305,-0.0081,0.501421019,0.500124825,3.90343486,0.091561735,,,,,,5639.16587,15.54132,,5.61e-11,-0.05,4.74884,4.00727,2.57662,7.4681,8.33918,7.70794,4.96791,1.90232,1.67867,2.45884,2.34363,2.66234,2.12784,1.68092,1.68659,1.94371,2.56413,2.05119,3.30579,2.09055,4.6942,4.57562,1.49355,7.02506,7.37519,5.21774,2.6467,5.36846,2.23918,4.76355,6.70012,1.18735,0.488184,2.31396,2.76091,121.076,6.26868,2.24669,0.369152,15.4032,6.89192,8.39289,6.53573,6.40989,3.87502,3.19581,3.82459,2.46617,7.06058,3.55641,3.67323,6.90522,4.39983,0.54407
NDUFA8,probable,0.266798615,-0.0028,-0.0225,-4.9999999999999914e-05,0.50036852,0.500011221,3.45487877,0.086076085,,,,,,28.71647,0.91898,,0.202476373,-0.23,73.0882,77.853,97.0433,69.9188,72.5685,69.6065,90.2772,96.1952,131.363,135.592,118.887,102.587,134.761,172.015,96.0089,111.193,144.265,117.971,86.8048,96.3227,74.7143,115.317,109.95,66.4733,68.0343,162.421,103.311,110.592,74.2508,127.784,88.9266,208.04,220.338,63.7342,92.5435,39.498,64.5031,66.3595,129.847,69.2943,62.9242,21.8721,97.8471,81.0094,63.899,66.4588,66.5932,63.8405,83.801,204.327,84.5263,85.808,72.5683,16.2745
ABL1,probable,0.824708164,0.0018,0.0039,0.0026,0.512317276,0.501472722,15.55784922,0.3744112,,,,,,164.30123,2.79881,,0.999882701,-1.63,77.3988,72.7505,31.417,88.3378,76.2859,113.056,120.826,16.2534,15.6748,18.0812,21.0993,26.0539,19.9606,16.5818,18.409,20.979,17.7714,16.6594,40.6609,21.3751,73.2543,91.4055,30.6017,127.497,135.025,166.084,76.63,126.285,37.4568,119.663,124.413,27.0681,15.813,18.2601,26.7002,9.22794,59.1749,43.5295,18.7464,74.0904,105.051,13.3292,56.8331,70.22,43.4367,51.2822,53.9468,33.8442,41.3974,31.4648,92.7892,138.146,71.3419,4.05744
DBH,probable,0.390099078,0.00425,-0.0007,-0.0018,0.807572853,0.523729265,12.63081829,0.279666753,0.0,0.0,1.0,0.000770021,0.001,637.88987,5.08136,350.0,2.54e-06,-0.01,0.207369,0.310297,2.85355,0.181357,0.286014,0.0843999,0.616444,0.364796,1.38511,0.300303,0.773789,0.973767,2.51578,2.11972,0.196572,0.463194,0.308666,0.181733,0.154878,0.161715,0.22238,0.181602,0.0687099,0.951876,1.16589,0.367447,0.303276,0.371934,0.158732,0.28323,1.00974,0.514072,0.0750432,1.1002,1.99861,23.5694,1.82457,0.163501,0.0658249,2.22664,1.08592,1.50839,2.61192,0.917115,0.182559,0.145088,0.687471,1.58215,0.514454,0.659191,0.965215,0.795091,0.400767,0.0903968
BRD3,probable,0.72829324,-0.0057,0.0217,0.0164,0.500027982,0.50002201,0.0,0.054433199,,,,,,163.3189,2.79036,,0.766979379,-0.71,15.7693,11.7244,12.6078,15.8206,15.8012,19.7167,19.1931,7.77849,7.51276,7.26734,18.7932,17.6071,8.47341,8.31049,7.31602,8.35886,7.82669,6.14949,11.6695,7.78637,14.8564,15.0735,10.0827,20.4786,24.2264,21.6802,12.1523,19.1348,9.53535,19.5485,22.4031,6.36901,4.57336,5.25245,6.72338,5.10397,14.8273,12.325,10.4017,24.1572,19.4887,5.11662,13.5555,17.2437,15.1184,16.4673,11.5225,11.8517,9.31682,20.4952,20.7905,24.773,16.2997,3.50077
ABCC9,most likely,0.670620084,-0.0032,-0.0003,-0.0024999999999999,0.923452473,0.614972478,4.77784717,0.104257092,0.285714,0.00125589,0.818182,0.0199551,0.016,117.11773,2.35297,,0.000700543,-1.97,16.971,12.8344,2.63463,5.99089,7.70878,12.8141,5.66832,1.91818,2.25337,2.26524,0.382471,0.418858,1.90986,2.18052,1.69217,1.18345,1.54357,1.78704,1.0159,1.40359,10.0998,16.5493,0.0393093,11.3598,11.6318,8.26246,3.21715,15.0298,1.44118,13.0768,18.294,7.48648,8.40668,1.05469,4.51777,8.69046,6.55882,4.15827,16.1667,7.77437,7.75639,1.27613,2.37503,5.13089,2.38603,3.27033,1.92401,1.78365,2.04671,0.506314,8.48129,21.8175,5.20997,0.0161073
ACBD4,most likely,0.123297259,0.0431,0.002,0.049,0.0,0.0,,,,,,,,139.59497,2.57539,3.0,1.83e-05,0.46,15.5006,11.6054,17.6493,31.5876,23.9108,25.8578,24.6672,9.65303,11.9771,12.402,28.141,29.1942,14.1546,13.1628,8.22106,10.4895,13.9978,10.2432,8.03246,7.8474,18.05,7.39814,12.062,26.3404,37.3249,26.6541,18.1239,26.9928,6.97351,24.7069,34.6796,7.29653,3.57034,16.2436,14.827,41.5886,14.7093,16.0221,3.35894,33.0194,32.1197,9.94938,23.8061,29.9237,11.1244,11.5966,27.0472,20.5467,12.5673,7.19681,36.2435,33.4278,19.5113,4.45746
ACE,most likely,0.158249199,-0.0371,-0.0187,-0.0217,1.0,0.6501142,7.94256213,0.160718086,0.0,0.0259002,1.0,0.0216678,0.022,1006.9095,6.10989,45.0,4.63e-18,-0.57,16.055,8.79466,3.1546,2.80692,4.49293,1.95095,3.98414,1.00705,2.02523,8.16067,1.71526,2.02249,3.34507,2.72993,1.10272,1.83437,5.70584,6.51267,0.801155,0.598217,9.18845,6.40418,0.157691,12.3299,8.66642,3.99575,10.0688,5.15937,3.44775,4.93844,3.49419,2.92323,2.16295,3.8524,2.02982,0.520167,38.9633,8.69263,1.42466,5.10211,2.74678,1.77716,12.4842,9.54126,3.26526,4.22766,64.7819,2.9618,3.68586,112.341,22.3236,5.26453,4.84882,0.311329
ADRA2B,most likely,0.238498077,0.1297,-0.0592,0.0377,0.501420152,0.500186972,2.80622297,0.078963372,,,,,,62.69652,1.61925,,0.000244369,-0.25,10.0737,7.30688,2.6396,5.78587,3.44046,5.07909,4.42046,0.778696,0.341963,2.05341,0.287553,0.437873,0.528475,0.413968,0.759966,0.498942,2.09997,1.63074,1.82207,0.521884,5.28917,0.0129655,0.209253,3.34498,3.34022,3.94636,2.88098,6.59566,0.891765,7.61383,5.08615,1.82702,5.30276,3.54464,5.71468,4.6432,1.05922,2.67546,5.03811,10.0526,2.65881,0.527113,0.807384,2.67347,2.15888,3.0219,3.88333,13.1199,2.42659,3.12083,2.94785,6.14392,2.50069,0.0532733
ADRB1,most likely,,0.00565,0.018,0.0206,0.503873991,0.502669547,2.91936788,0.080110193,0.0,0.0021978,0.0,0.0023753,0.002,95.03749,2.10229,20.0,,,2.07904,5.24908,0.133087,0.168653,2.32312,0.102387,0.428788,3.85523,6.8799,6.93907,0.936963,1.50691,12.0295,11.323,2.95284,2.21775,12.8994,6.06605,0.829399,2.71917,2.18165,0.0147508,0.6053,0.133255,0.142206,3.59232,1.97173,3.4146,0.704522,4.74399,0.225416,14.5952,14.0945,0.914839,1.20876,0.182195,24.2928,0.358247,0.121381,0.215442,0.137768,0.532266,0.313522,5.63343,0.637834,0.515277,2.97196,2.4516,0.900845,1.23019,1.10683,0.150501,0.283678,0.0938949
ADRB2,most likely,0.668925405,0.001,0.0054,0.0125499999999999,0.868690308,0.552938275,10.75900262,0.223299618,0.0,0.0100471,0.152273,0.0181678,0.016,2513.68991,9.34152,3.0,0.476493104,0.42,25.6178,19.896,0.550471,2.75364,4.13095,2.38441,3.64479,1.16925,1.07282,0.934809,0.437363,0.537233,1.08738,0.916847,1.12552,0.825171,0.948112,0.814411,1.61443,1.36542,27.4385,0.918796,0.672835,6.26422,3.0243,2.78792,2.26621,4.8539,9.09194,4.96389,3.74804,3.47341,2.55022,0.419869,1.06624,3.40578,16.7264,4.83225,3.72013,6.38302,0.521782,0.356147,0.461902,6.00425,31.8511,27.5209,3.58338,8.47888,3.01045,0.649181,2.33451,3.90952,12.9557,4.06369
AGT,most likely,0.172807097,,,,1.0,1.0,4.7137448,0.104067305,0.833333,0.0160126,0.622951,0.0212493,0.02,587.2068,4.9157,45.0,1.57e-09,0.49,7.42255,14.0063,19.1442,60.8654,102.489,60.5178,3.43154,207.478,154.757,227.561,314.361,274.635,187.17,156.146,133.694,111.513,125.948,216.332,104.723,177.537,4.61016,0.869152,0.151938,19.789,8.64008,5.35434,6.59162,10.7216,1.21984,12.6952,10.9731,138.197,76.1076,28.7566,17.4583,1007.43,8.22461,5.54074,28.3251,22.3813,4.60661,4.10149,27.321,19.0343,1.16362,2.3187,13.5974,0.398593,4.60062,10.2313,25.1792,4.56268,5.61785,0.190568
APOE,most likely,0.460647643,-0.0189,0.0097,0.0244,0.510031152,0.506521394,25.5898132,0.732608235,1.0,0.132519,1.0,0.390267,0.343,1533.87452,7.27606,350.0,0.034533583,,430.409,262.706,3543.25,94.0809,207.321,24.0981,80.7918,1154.31,757.225,1593.45,629.459,748.885,604.172,624.094,611.904,954.067,1659.28,1510.33,576.817,1673.38,321.464,37.2269,2.69857,283.032,172.052,64.6581,115.864,16.2317,30.0476,13.8401,111.936,91.3071,20.6785,629.226,150.055,3181.76,271.189,63.8193,8.65174,77.5643,566.518,13.4142,103.448,35.3488,406.342,318.601,172.872,671.303,34.6731,191.285,199.905,56.0734,131.929,2.7653
CACNA1C,most likely,0.693781972,0.0005,-0.0015,-0.0035,0.4797384065,0.417302119,6.87689431,0.138156605,,,,,,257.23512,3.4497,97.11109048,0.999998433,-2.09,3.90819,3.03199,0.91873,23.0314,26.3302,23.2078,16.5567,2.27168,3.5242,2.55348,6.98406,7.96737,6.15416,5.60616,1.82563,2.94056,3.30342,2.13064,1.11412,1.34552,2.89983,5.71098,0.0310554,8.32418,10.5729,44.4513,10.8344,19.1624,1.67204,24.9014,6.48269,11.0358,10.652,1.1799,2.70827,0.202653,7.05657,1.20866,0.505665,2.75645,1.90519,0.447694,8.29414,9.49919,1.06812,1.71185,2.50428,4.35301,2.14296,4.61596,1.96658,33.6386,4.68666,0.0249337
CACNA1D,most likely,0.693386316,-0.01015,-0.0068,-0.0166499999999999,0.64503349,0.533446007,3.74177141,0.090414545,0.0,0.000626566,0.0,0.00494065,0.004,728.73949,5.35831,45.0,1.0,-3.51,0.0625685,0.110138,8.35908,0.0931234,0.0954007,0.0504717,0.416834,0.91449,1.54052,1.20314,5.35367,6.16765,2.8613,2.45464,0.997945,1.52773,1.99088,0.865526,0.962374,0.921234,1.08011,0.0175695,0.730862,1.91078,4.5315,0.941293,1.2028,0.289935,0.284167,0.215153,4.79846,0.547019,0.0387712,1.40566,0.988662,0.917359,8.74015,0.736759,0.0234157,2.90134,0.589407,0.960596,11.1441,2.96836,0.51385,0.707415,2.04151,2.75374,0.449585,3.00258,4.21635,0.568029,0.190808,0.0988922
CACNA2D2,most likely,0.622939706,-0.0156,-0.006,-0.0175,0.500399496,0.500156588,1.90066426,0.069480122,0.0,0.00125668,0.938202,0.0343279,0.027,590.52071,4.92605,,0.999693297,-0.55,1.50188,2.05453,0.500165,4.50673,2.13246,2.07822,1.69317,2.54225,4.95926,9.06452,33.1612,41.8807,7.26203,7.57994,1.9312,15.2186,11.439,6.41189,2.07196,5.67643,2.43976,0.189158,0.126768,3.88406,4.96163,2.79403,2.19122,2.74721,0.722843,2.73541,3.49425,8.653,0.842963,3.22984,3.02187,0.339362,33.241,2.59913,1.08735,2.1231,5.43879,1.32694,16.2288,4.713,2.94606,3.10224,2.63021,2.16559,4.57853,14.7574,4.54103,4.8367,2.36232,0.868236
CACNB2,most likely,0.602114379,0.0067,0.00355,0.00855,0.504264653,0.503104558,3.49140794,0.086888835,,,,,,766.55161,5.48442,55.45177603,0.001820338,-0.71,2.22506,2.09675,4.67696,6.98414,7.69702,12.0643,21.1655,4.13319,11.0541,6.92082,27.6475,23.2631,13.6439,17.7042,4.22425,7.80013,9.36353,5.268,2.18361,2.6711,3.66738,2.61572,1.76349,13.3992,11.3915,20.1911,9.25971,35.8946,3.01403,40.2982,13.9779,8.75035,7.71557,1.75555,2.67937,2.14918,4.76715,1.70976,0.369301,3.16219,17.3516,3.17266,23.9603,9.21872,3.92423,3.1,9.68289,1.14454,2.20906,1.93115,2.71435,13.5338,3.76991,0.0949219
CACNB4,most likely,0.638582647,-0.0189,-0.006,-0.01635,0.504294309,0.503162716,3.8518009,0.092927581,0.222222,0.000314169,0.163152,0.0126668,0.017,22.57919,0.75555,,0.011363582,0.08,0.868221,0.33921,0.424746,1.5526,0.787872,0.932342,1.94897,2.41066,4.87178,6.99794,29.4263,23.4722,4.57834,9.44697,1.95862,2.75346,8.10036,5.30491,1.81005,1.84046,0.713107,0.063647,3.22076,0.514845,0.585373,0.392394,0.227612,0.718913,1.12463,0.703623,0.571744,0.162043,0.0576818,0.529291,0.252611,0.0361896,0.8389,1.86247,0.0542263,1.03689,0.329518,0.143204,2.22282,1.77734,1.97132,0.9394,0.326342,0.335235,0.440006,3.74133,0.716492,0.513878,0.559293,0.0565969
CAMK2B,most likely,0.736296356,-0.0012,-0.0096499999999999,-0.0078,0.504062823,0.501396899,9.88779187,0.202883222,0.0,0.0106516,0.230769,0.0968405,0.08,1301.92267,6.78858,,0.468620194,-0.62,0.28251,0.121118,0.278357,1.81119,0.410913,0.283978,0.12061,38.9539,66.9085,91.0117,275.183,246.226,86.1475,104.538,64.9601,45.7601,93.8877,75.9935,9.00619,19.484,0.6814,0.18279,0.183398,0.105513,0.151367,0.893932,0.397375,0.664386,0.332368,0.529045,0.275553,28.8645,22.8407,0.758959,0.709074,2.36737,0.25018,0.327715,37.6709,14.7352,0.256279,0.83115,54.1038,2.00698,0.768903,0.766888,0.462457,0.282419,1.40849,2.557,26.8371,0.168673,0.192873,0.0491604
CAST,most likely,0.429466158,,,,0.5000463,0.500011489,2.93496915,0.080400336,,,,,,804.17478,5.5877,3.0,1.56e-06,0.71,100.312,67.2755,40.0837,94.5554,83.1963,117.222,96.4555,8.58696,9.28079,11.09,11.499,10.8683,11.9424,14.3775,9.99924,15.1283,10.186,9.50173,25.4072,14.4943,71.744,93.9037,39.3169,89.5696,74.3397,76.1534,62.9743,71.669,147.525,72.5376,63.4628,74.99,62.741,27.534,44.5983,21.3231,82.977,66.4994,85.3963,77.3417,56.2413,13.2045,39.0108,61.636,92.0492,101.531,52.4618,32.5811,30.4581,59.966,59.845,75.3552,137.292,37.05
CCND1,most likely,0.830946863,0.0016,-0.006,-0.0127,0.669546701,0.551842227,8.79295894,0.176330554,,,,,,11.551,0.41759,1.157548023,0.238186362,-0.32,59.5648,28.0166,27.445,87.2215,64.4504,70.1661,30.2791,13.8482,12.3071,10.3565,8.10264,7.60121,9.1724,10.8473,15.4776,14.383,9.51135,9.74876,23.8804,19.9105,55.9963,202.003,5.42097,16.347,14.6563,26.7099,18.9798,33.3708,96.5525,41.2621,19.865,27.3795,24.6997,17.8658,30.299,25.7132,62.1373,44.5032,1.39123,94.811,8.02001,18.3763,40.9923,71.5256,110.9,102.191,14.1371,20.1511,20.9309,5.17559,50.6347,17.9891,71.6884,0.255782
CLCN6,most likely,0.575333595,0.065,0.0292,0.0895,0.0,0.0,2.93429059,0.0803927,,,,,,371.5394,4.06812,45.0,0.163974191,-1.57,23.4717,16.2391,17.9895,18.9416,18.3939,23.031,21.7436,14.2754,22.0853,15.3935,38.3562,40.8625,27.1935,30.8264,15.6263,25.2155,15.8311,12.8217,23.6955,17.5445,20.8975,14.7523,18.5344,29.6198,34.0991,22.7614,14.7965,21.1729,9.77182,19.8922,27.3258,10.8362,7.28334,10.4996,12.951,8.4081,26.7854,11.6507,7.74102,38.6909,35.9085,5.55574,35.3001,22.779,13.8032,15.9251,19.298,18.7503,11.8454,38.8683,30.4176,32.056,20.1475,3.17555
CYP11B2,most likely,0.111908376,0.0006,0.0109,0.0091,1.0,0.6501142,1.6697435,0.068743802,0.0,0.0,0.0,0.0,0.0,295.69785,3.67149,45.0,3.93e-13,0.56,0.0,0.0,89.3696,0.0,0.0,0.0,0.0,0.0,0.0,0.00588415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00948479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0212902,0.0,0.191225,0.0,0.0,0.0,0.0
